Date,Time,"Celkové využití CPU [%]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]",
16.4.2025,22:55:44.259,47.5,53.440,47.068,40.0,1411.9,
16.4.2025,22:55:44.774,48.2,53.975,47.276,41.0,1459.0,
16.4.2025,22:55:45.263,48.5,54.893,47.308,41.0,1476.0,
16.4.2025,22:55:45.767,48.1,54.136,47.164,41.0,1438.6,
16.4.2025,22:55:46.266,48.8,54.140,47.188,40.0,1448.7,
16.4.2025,22:55:46.771,48.5,53.867,47.274,41.0,1463.1,
16.4.2025,22:55:47.290,49.2,54.392,47.187,41.0,1395.0,
16.4.2025,22:55:47.790,48.8,54.427,47.334,41.0,1486.8,
16.4.2025,22:55:48.277,48.0,53.461,47.172,40.0,1480.7,
16.4.2025,22:55:48.785,48.9,54.157,47.039,41.0,1418.2,
16.4.2025,22:55:49.282,46.9,52.847,46.969,40.0,1375.5,
16.4.2025,22:55:49.785,48.1,54.173,47.163,41.0,1437.4,
16.4.2025,22:55:50.301,47.8,53.617,47.167,39.0,1451.7,
16.4.2025,22:55:50.803,47.9,53.787,46.943,40.0,1401.9,
16.4.2025,22:55:51.305,49.0,54.460,47.024,40.0,1447.8,
16.4.2025,22:55:51.810,49.0,54.386,47.028,41.0,1390.6,
16.4.2025,22:55:52.313,49.5,54.674,47.140,41.0,1384.4,
16.4.2025,22:55:52.831,49.9,54.866,47.252,41.0,1476.9,
16.4.2025,22:55:53.335,49.9,55.395,47.302,42.0,1481.1,
16.4.2025,22:55:53.827,51.8,56.419,47.189,41.0,1470.1,
16.4.2025,22:55:54.328,49.7,55.217,47.282,41.0,1472.2,
16.4.2025,22:55:54.826,50.1,55.640,47.259,41.0,1443.4,
16.4.2025,22:55:55.327,49.8,55.992,47.328,41.0,1473.6,
16.4.2025,22:55:55.828,50.1,55.503,47.238,42.0,1459.2,
16.4.2025,22:55:56.329,48.9,55.294,46.989,40.0,1409.8,
16.4.2025,22:55:56.833,47.7,53.777,47.018,40.0,1420.5,
16.4.2025,22:55:57.338,48.7,54.230,46.969,40.0,1410.4,
16.4.2025,22:55:57.828,49.4,54.152,46.945,40.0,1419.6,
16.4.2025,22:55:58.328,52.3,56.636,46.969,40.0,1396.6,
16.4.2025,22:55:58.830,49.6,55.004,47.218,40.0,1423.8,
16.4.2025,22:55:59.334,49.7,54.929,47.185,41.0,1451.4,
16.4.2025,22:55:59.837,50.1,55.715,47.238,41.0,1471.1,
16.4.2025,22:56:0.338,49.1,54.903,47.253,41.0,1436.3,
16.4.2025,22:56:0.839,50.0,54.832,47.250,40.0,1464.7,
16.4.2025,22:56:1.342,49.9,55.698,47.263,41.0,1449.9,
16.4.2025,22:56:1.844,50.2,55.555,47.344,41.0,1473.6,
16.4.2025,22:56:2.362,49.5,55.313,47.316,41.0,1442.8,
16.4.2025,22:56:2.874,48.8,54.503,47.351,42.0,1466.7,
16.4.2025,22:56:3.375,49.5,55.422,47.197,41.0,1465.3,
16.4.2025,22:56:3.877,49.1,54.257,47.007,39.0,1397.9,
16.4.2025,22:56:4.379,48.6,54.165,47.040,40.0,1439.5,
16.4.2025,22:56:4.878,47.7,53.634,47.152,41.0,1414.7,
16.4.2025,22:56:5.381,48.9,54.236,47.054,40.0,1437.8,
16.4.2025,22:56:5.886,49.4,54.831,47.081,41.0,1428.3,
16.4.2025,22:56:6.385,48.9,54.468,46.927,40.0,1365.2,
16.4.2025,22:56:6.873,48.9,54.495,47.006,40.0,1387.1,
16.4.2025,22:56:7.375,50.3,54.989,47.266,41.0,1448.0,
16.4.2025,22:56:7.877,49.7,55.327,47.228,41.0,1459.3,
16.4.2025,22:56:8.379,49.8,54.846,47.198,41.0,1472.0,
16.4.2025,22:56:8.885,48.6,54.677,47.160,41.0,1446.0,
16.4.2025,22:56:9.372,50.5,55.800,47.231,41.0,1454.4,
16.4.2025,22:56:9.875,49.9,55.479,47.236,41.0,1472.2,
16.4.2025,22:56:10.378,50.0,56.009,47.291,41.0,1468.3,
16.4.2025,22:56:10.879,49.3,54.801,47.093,41.0,1410.4,
16.4.2025,22:56:11.380,48.6,54.568,46.899,40.0,1391.8,
16.4.2025,22:56:11.881,49.0,54.739,47.084,40.0,1438.8,
16.4.2025,22:56:12.391,47.0,53.473,46.994,40.0,1454.1,
16.4.2025,22:56:12.892,48.4,53.473,46.973,40.0,1454.1,
16.4.2025,22:56:13.411,48.8,55.093,47.046,40.0,1400.2,
16.4.2025,22:56:13.923,48.6,54.752,47.022,40.0,1402.8,
16.4.2025,22:56:14.426,48.4,54.423,46.961,41.0,1418.8,
16.4.2025,22:56:14.925,49.8,54.423,47.234,41.0,1418.8,
16.4.2025,22:56:15.428,49.2,55.647,47.181,41.0,1426.2,
16.4.2025,22:56:15.932,49.8,54.962,47.183,41.0,1409.8,
16.4.2025,22:56:16.433,49.7,54.959,47.147,41.0,1418.8,
16.4.2025,22:56:16.931,50.0,55.396,47.127,41.0,1426.7,
16.4.2025,22:56:17.431,49.1,54.568,47.156,41.0,1399.9,
16.4.2025,22:56:17.929,49.1,54.568,47.156,41.0,1431.9,
16.4.2025,22:56:18.430,48.6,53.868,47.175,41.0,1454.5,
16.4.2025,22:56:18.921,46.9,53.367,46.886,43.0,1368.7,
16.4.2025,22:56:19.425,49.2,54.925,47.022,40.0,1432.7,
16.4.2025,22:56:19.928,47.2,53.168,46.992,41.0,1470.0,
16.4.2025,22:56:20.425,47.1,53.179,46.957,41.0,1459.2,
16.4.2025,22:56:20.928,47.0,53.423,46.938,40.0,1399.7,
16.4.2025,22:56:21.435,49.3,54.897,47.056,41.0,1392.3,
16.4.2025,22:56:21.931,48.6,54.316,46.932,40.0,1359.8,
16.4.2025,22:56:22.434,48.0,54.118,46.929,41.0,1405.5,
16.4.2025,22:56:22.933,48.3,54.012,47.250,42.0,1461.7,
16.4.2025,22:56:23.432,48.4,53.835,47.240,42.0,1479.6,
16.4.2025,22:56:23.949,48.6,54.082,47.237,42.0,1448.0,
16.4.2025,22:56:24.463,48.7,54.583,47.218,42.0,1457.2,
16.4.2025,22:56:24.961,49.0,54.370,47.267,42.0,1472.5,
16.4.2025,22:56:25.462,49.0,54.114,47.224,41.0,1455.2,
16.4.2025,22:56:25.949,48.7,54.249,47.215,41.0,1477.8,
16.4.2025,22:56:26.454,48.9,54.405,47.153,40.0,1427.4,
16.4.2025,22:56:26.952,47.3,53.395,46.821,40.0,1392.9,
16.4.2025,22:56:27.452,47.6,53.698,46.929,40.0,1406.3,
16.4.2025,22:56:27.953,47.6,53.707,46.998,41.0,1440.4,
16.4.2025,22:56:28.459,47.1,52.983,46.828,40.0,1420.2,
16.4.2025,22:56:28.963,47.9,53.978,46.968,41.0,1431.9,
16.4.2025,22:56:29.450,47.8,53.715,46.952,40.0,1428.4,
16.4.2025,22:56:29.951,47.5,53.428,46.955,41.0,1428.4,
16.4.2025,22:56:30.453,48.4,53.998,47.192,41.0,1450.6,
16.4.2025,22:56:30.954,48.8,54.766,47.186,41.0,1466.9,
16.4.2025,22:56:31.453,48.7,54.733,47.242,41.0,1465.3,
16.4.2025,22:56:31.957,48.8,54.011,47.168,42.0,1443.3,
16.4.2025,22:56:32.459,48.6,54.055,47.179,41.0,1452.1,
16.4.2025,22:56:32.962,48.8,54.923,47.150,41.0,1456.1,
16.4.2025,22:56:33.449,48.4,54.302,47.111,41.0,1437.0,
16.4.2025,22:56:33.963,47.6,53.282,46.988,40.0,1420.3,
16.4.2025,22:56:34.448,47.8,53.486,47.018,40.0,1453.8,
16.4.2025,22:56:34.962,47.7,53.356,46.967,41.0,1415.3,
16.4.2025,22:56:35.460,47.2,53.329,46.945,40.0,1404.1,
16.4.2025,22:56:35.963,47.4,52.984,46.881,40.0,1423.9,
16.4.2025,22:56:36.447,47.1,52.631,46.829,40.0,1339.3,
16.4.2025,22:56:36.964,48.0,53.206,47.011,40.0,1445.0,
16.4.2025,22:56:37.450,48.4,54.247,46.840,40.0,1329.7,
16.4.2025,22:56:37.953,64.8,62.398,46.443,36.0,1446.2,
16.4.2025,22:56:38.450,60.4,62.959,46.795,40.0,1448.9,
16.4.2025,22:56:38.963,50.3,55.941,46.900,41.0,1463.0,
16.4.2025,22:56:39.452,59.0,59.807,46.587,39.0,1466.3,
16.4.2025,22:56:39.953,65.2,65.418,46.755,41.0,1431.3,
16.4.2025,22:56:40.452,49.5,55.199,46.980,41.0,1439.3,
16.4.2025,22:56:40.954,48.7,54.275,47.125,41.0,1461.5,
16.4.2025,22:56:41.457,47.6,53.958,46.873,40.0,1403.1,
16.4.2025,22:56:41.957,47.3,53.417,46.826,41.0,1415.4,
16.4.2025,22:56:42.460,47.3,53.304,46.816,40.0,1430.3,
16.4.2025,22:56:42.963,47.4,53.341,46.805,40.0,1403.7,
16.4.2025,22:56:43.478,47.6,53.041,46.832,40.0,1416.3,
16.4.2025,22:56:43.967,47.3,53.132,46.770,41.0,1352.8,
16.4.2025,22:56:44.469,48.5,53.976,46.943,41.0,1450.6,
16.4.2025,22:56:44.970,48.1,52.978,46.952,41.0,1392.6,
16.4.2025,22:56:45.487,48.9,53.844,47.092,41.0,1455.4,
16.4.2025,22:56:45.994,48.4,53.873,47.022,41.0,1396.0,
16.4.2025,22:56:46.492,48.8,54.971,47.103,41.0,1451.4,
16.4.2025,22:56:47.010,48.6,54.406,47.094,41.0,1448.5,
16.4.2025,22:56:47.498,48.7,54.593,47.083,40.0,1444.2,
16.4.2025,22:56:48.004,48.5,54.130,47.063,41.0,1450.0,
16.4.2025,22:56:48.506,48.6,54.631,47.077,41.0,1450.1,
16.4.2025,22:56:49.009,48.5,54.453,47.002,41.0,1423.6,
16.4.2025,22:56:49.498,47.8,53.861,46.929,38.0,1436.1,
16.4.2025,22:56:50.000,47.1,53.235,46.955,41.0,1436.6,
16.4.2025,22:56:50.503,47.7,53.595,46.877,40.0,1443.4,
16.4.2025,22:56:51.002,48.0,53.858,46.958,40.0,1437.7,
16.4.2025,22:56:51.500,48.2,53.630,46.886,38.0,1431.6,
16.4.2025,22:56:52.003,47.7,54.150,46.921,41.0,1432.0,
16.4.2025,22:56:52.510,48.7,53.841,47.087,39.0,1447.5,
16.4.2025,22:56:53.012,48.6,54.118,47.048,41.0,1462.6,
16.4.2025,22:56:53.515,48.7,54.730,47.134,41.0,1463.2,
16.4.2025,22:56:54.019,48.5,54.226,47.182,42.0,1486.0,
16.4.2025,22:56:54.524,48.6,54.223,47.074,42.0,1408.9,
16.4.2025,22:56:55.041,49.9,55.566,47.178,42.0,1480.8,
16.4.2025,22:56:55.530,49.1,54.478,47.246,41.0,1477.3,
16.4.2025,22:56:56.036,48.9,54.561,47.220,42.0,1501.1,
16.4.2025,22:56:56.541,47.7,53.118,46.924,39.0,1404.1,
16.4.2025,22:56:57.029,48.4,54.831,46.827,40.0,1413.3,
16.4.2025,22:56:57.534,48.1,54.125,46.904,40.0,1421.2,
16.4.2025,22:56:58.037,46.6,52.908,46.775,39.0,1417.9,
16.4.2025,22:56:58.553,47.2,53.395,46.844,38.0,1420.3,
16.4.2025,22:56:59.052,47.6,53.698,46.908,40.0,1419.2,
