Date,Time,"Celkové využití CPU [%]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]",
16.4.2025,22:45:37.757,17.1,32.908,50.547,23.0,336.0,
16.4.2025,22:45:38.259,17.2,31.931,50.750,22.0,338.8,
16.4.2025,22:45:38.757,17.4,31.856,50.750,23.0,332.0,
16.4.2025,22:45:39.260,17.2,32.016,50.519,23.0,337.5,
16.4.2025,22:45:39.772,18.1,32.855,51.132,23.0,336.3,
16.4.2025,22:45:40.286,17.2,32.266,49.847,24.0,332.1,
16.4.2025,22:45:40.801,17.1,31.468,50.626,23.0,330.1,
16.4.2025,22:45:41.295,16.9,31.402,50.668,23.0,332.6,
16.4.2025,22:45:41.795,17.3,31.924,51.117,23.0,336.6,
16.4.2025,22:45:42.292,17.2,32.136,50.479,22.0,333.5,
16.4.2025,22:45:42.792,17.3,31.921,50.737,23.0,336.5,
16.4.2025,22:45:43.300,17.2,31.870,50.228,22.0,336.8,
16.4.2025,22:45:43.802,17.2,31.774,50.280,23.0,338.4,
16.4.2025,22:45:44.298,17.3,32.180,50.575,26.0,336.9,
16.4.2025,22:45:44.813,17.1,31.902,50.231,23.0,334.6,
16.4.2025,22:45:45.312,17.1,31.766,49.982,23.0,337.1,
16.4.2025,22:45:45.829,17.0,32.013,50.655,23.0,337.8,
16.4.2025,22:45:46.325,17.0,31.541,50.708,22.0,338.5,
16.4.2025,22:45:46.837,17.6,32.711,50.732,23.0,336.5,
16.4.2025,22:45:47.335,17.0,31.941,50.807,22.0,338.6,
16.4.2025,22:45:47.837,17.1,31.951,50.702,23.0,339.0,
16.4.2025,22:45:48.337,17.0,31.911,50.232,22.0,339.2,
16.4.2025,22:45:48.849,17.2,32.354,50.085,22.0,336.9,
16.4.2025,22:45:49.365,16.9,31.778,50.454,22.0,337.2,
16.4.2025,22:45:49.879,17.3,32.226,50.745,22.0,336.3,
16.4.2025,22:45:50.379,17.1,31.858,50.663,23.0,329.4,
16.4.2025,22:45:50.877,17.4,32.079,51.215,22.0,336.0,
16.4.2025,22:45:51.373,17.0,31.960,51.215,22.0,337.4,
16.4.2025,22:45:51.871,17.2,31.525,51.109,22.0,330.9,
16.4.2025,22:45:52.384,17.1,32.559,49.978,23.0,334.1,
16.4.2025,22:45:52.882,17.1,32.104,49.967,23.0,335.6,
