Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
13.4.2025,23:48:7.027,49.738,19.0,163.5,30.670,17.6,
13.4.2025,23:48:7.541,49.548,16.0,162.8,35.545,21.8,
13.4.2025,23:48:8.041,50.014,19.0,161.7,32.869,19.8,
13.4.2025,23:48:8.541,49.725,20.0,162.7,30.926,18.1,
13.4.2025,23:48:9.027,49.995,20.0,162.5,31.077,17.8,
13.4.2025,23:48:9.530,50.738,19.0,163.3,34.172,21.7,
13.4.2025,23:48:10.030,50.033,19.0,161.4,31.306,18.6,
13.4.2025,23:48:10.532,49.407,18.0,163.0,30.979,17.8,
13.4.2025,23:48:11.036,50.108,19.0,162.9,31.138,17.7,
13.4.2025,23:48:11.535,50.271,19.0,162.7,31.558,17.7,
13.4.2025,23:48:12.033,49.844,19.0,162.4,31.044,17.8,
13.4.2025,23:48:12.531,49.778,20.0,163.5,31.198,18.5,
13.4.2025,23:48:13.030,49.804,19.0,163.5,31.198,18.5,
13.4.2025,23:48:13.531,50.276,19.0,163.9,30.834,17.6,
13.4.2025,23:48:14.031,50.772,20.0,163.4,31.427,18.3,
13.4.2025,23:48:14.530,49.433,19.0,163.3,31.340,18.0,
13.4.2025,23:48:15.033,49.018,19.0,163.4,31.545,18.6,
13.4.2025,23:48:15.534,50.074,20.0,163.9,31.022,17.8,
13.4.2025,23:48:16.036,49.272,19.0,163.9,31.367,17.9,
13.4.2025,23:48:16.541,49.585,20.0,164.6,31.091,17.7,
13.4.2025,23:48:17.039,48.748,20.0,164.0,30.793,17.9,
13.4.2025,23:48:17.540,49.373,19.0,164.2,31.087,17.8,
13.4.2025,23:48:18.026,49.923,19.0,164.1,31.633,18.1,
13.4.2025,23:48:18.531,48.972,19.0,164.3,31.497,17.8,
13.4.2025,23:48:19.029,49.800,19.0,162.5,31.081,18.0,
13.4.2025,23:48:19.528,49.433,19.0,163.6,31.054,17.7,
13.4.2025,23:48:20.027,50.428,18.0,162.9,30.902,18.0,
13.4.2025,23:48:20.542,49.007,19.0,163.5,31.381,17.7,
13.4.2025,23:48:21.027,50.632,19.0,161.7,31.198,17.9,
13.4.2025,23:48:21.527,50.002,19.0,162.9,30.875,17.7,
13.4.2025,23:48:22.027,49.970,19.0,162.6,31.154,17.9,
13.4.2025,23:48:22.527,49.761,19.0,164.0,31.105,17.5,
13.4.2025,23:48:23.028,50.017,19.0,163.9,30.717,18.0,
13.4.2025,23:48:23.528,48.521,19.0,163.7,30.567,17.7,
13.4.2025,23:48:24.027,48.880,19.0,164.0,31.053,18.3,
13.4.2025,23:48:24.527,48.978,18.0,164.4,31.000,17.9,
13.4.2025,23:48:25.031,49.069,20.0,160.8,34.775,25.5,
13.4.2025,23:48:25.531,49.802,19.0,163.3,30.681,17.7,
13.4.2025,23:48:26.030,50.377,18.0,163.3,30.822,17.7,
13.4.2025,23:48:26.530,49.919,18.0,163.6,31.265,18.0,
13.4.2025,23:48:27.034,49.782,20.0,163.3,30.948,18.4,
13.4.2025,23:48:27.533,49.338,19.0,162.9,30.236,17.9,
13.4.2025,23:48:28.033,50.987,19.0,163.0,31.260,18.0,
13.4.2025,23:48:28.534,49.610,18.0,163.3,30.911,17.8,
13.4.2025,23:48:29.035,50.101,18.0,163.6,31.275,18.1,
13.4.2025,23:48:29.537,50.306,18.0,164.4,31.009,17.9,
13.4.2025,23:48:30.040,50.514,19.0,162.9,30.946,17.9,
13.4.2025,23:48:30.539,50.514,19.0,162.7,32.746,20.0,
13.4.2025,23:48:31.038,50.488,19.0,162.1,31.140,17.8,
13.4.2025,23:48:31.527,50.907,20.0,163.7,31.184,17.8,
13.4.2025,23:48:32.031,50.475,19.0,164.1,32.121,18.0,
13.4.2025,23:48:32.531,50.669,20.0,164.6,30.911,18.0,
13.4.2025,23:48:33.029,50.204,23.0,164.4,30.974,18.0,
13.4.2025,23:48:33.528,49.656,21.0,164.7,30.803,17.9,
13.4.2025,23:48:34.030,50.855,21.0,164.0,30.834,17.9,
13.4.2025,23:48:34.530,50.076,21.0,164.1,31.455,17.9,
13.4.2025,23:48:35.027,49.206,19.0,163.2,31.166,17.9,
13.4.2025,23:48:35.528,49.245,21.0,163.2,31.346,18.2,
13.4.2025,23:48:36.027,49.790,22.0,164.3,31.049,17.9,
13.4.2025,23:48:36.529,49.905,20.0,163.7,30.607,17.8,
13.4.2025,23:48:37.032,49.059,19.0,163.3,31.355,17.9,
13.4.2025,23:48:37.534,49.941,20.0,164.3,31.947,18.9,
13.4.2025,23:48:38.030,49.113,20.0,162.2,31.377,18.0,
13.4.2025,23:48:38.530,49.731,20.0,162.2,31.327,18.1,
13.4.2025,23:48:39.029,49.438,19.0,160.7,36.298,27.0,
13.4.2025,23:48:39.530,50.210,20.0,160.2,34.093,22.2,
13.4.2025,23:48:40.028,49.885,20.0,159.8,31.731,18.6,
13.4.2025,23:48:40.527,49.581,19.0,161.4,31.233,18.3,
13.4.2025,23:48:41.027,49.550,19.0,163.5,30.631,17.5,
13.4.2025,23:48:41.533,50.460,19.0,164.1,30.452,17.8,
13.4.2025,23:48:42.036,49.970,19.0,163.4,30.961,17.6,
13.4.2025,23:48:42.538,51.107,20.0,163.5,30.623,17.9,
13.4.2025,23:48:43.037,50.389,19.0,163.3,30.744,17.8,
13.4.2025,23:48:43.540,50.095,19.0,164.0,30.469,17.8,
13.4.2025,23:48:44.041,49.818,19.0,163.9,31.258,17.9,
13.4.2025,23:48:44.538,50.724,19.0,162.7,30.951,17.8,
13.4.2025,23:48:45.038,49.590,20.0,163.5,30.935,17.8,
13.4.2025,23:48:45.538,49.672,19.0,163.1,31.214,18.5,
13.4.2025,23:48:46.038,49.983,19.0,162.8,31.247,18.4,
13.4.2025,23:48:46.542,49.013,19.0,163.6,34.983,22.7,
13.4.2025,23:48:47.028,49.625,19.0,157.8,37.608,23.0,
13.4.2025,23:48:47.527,48.954,19.0,161.6,31.879,18.9,
13.4.2025,23:48:48.027,49.167,19.0,162.0,31.010,17.9,
13.4.2025,23:48:48.530,48.956,19.0,162.6,31.603,19.0,
13.4.2025,23:48:49.031,49.272,20.0,163.7,30.560,17.4,
13.4.2025,23:48:49.530,49.595,19.0,162.9,30.598,18.2,
13.4.2025,23:48:50.032,49.119,20.0,163.0,30.579,18.0,
13.4.2025,23:48:50.532,50.007,19.0,163.8,31.183,18.2,
13.4.2025,23:48:51.034,48.799,19.0,163.8,31.183,18.2,
13.4.2025,23:48:51.536,49.655,19.0,162.6,31.042,17.7,
13.4.2025,23:48:52.037,50.010,19.0,161.6,30.265,17.7,
13.4.2025,23:48:52.535,49.923,19.0,161.9,30.960,18.0,
13.4.2025,23:48:53.034,50.143,19.0,161.3,31.306,18.3,
13.4.2025,23:48:53.537,48.716,19.0,163.5,31.104,18.1,
13.4.2025,23:48:54.037,49.169,19.0,164.1,31.083,17.8,
13.4.2025,23:48:54.539,49.016,19.0,163.7,31.320,18.0,
13.4.2025,23:48:55.040,49.704,19.0,160.1,31.975,18.2,
13.4.2025,23:48:55.538,48.998,19.0,161.9,31.167,18.0,
13.4.2025,23:48:56.037,49.617,22.0,163.3,30.592,18.1,
13.4.2025,23:48:56.538,49.510,19.0,163.9,31.027,18.1,
13.4.2025,23:48:57.038,50.437,22.0,163.5,31.230,18.0,
13.4.2025,23:48:57.538,49.032,19.0,163.4,30.446,17.7,
13.4.2025,23:48:58.036,49.588,17.0,164.1,30.541,17.9,
13.4.2025,23:48:58.538,50.105,20.0,163.9,31.246,18.3,
13.4.2025,23:48:59.031,49.626,19.0,164.1,31.581,18.1,
13.4.2025,23:48:59.530,49.258,18.0,159.4,31.046,18.2,
13.4.2025,23:49:0.030,48.529,25.0,158.0,33.655,21.6,
13.4.2025,23:49:0.549,48.570,21.0,144.3,54.383,56.2,
13.4.2025,23:49:1.038,48.903,18.0,141.4,54.091,56.0,
13.4.2025,23:49:1.539,49.560,19.0,156.1,32.953,19.8,
13.4.2025,23:49:2.038,49.560,19.0,158.1,33.325,21.5,
13.4.2025,23:49:2.527,50.147,19.0,159.5,31.920,19.6,
13.4.2025,23:49:3.028,50.533,19.0,159.4,32.614,20.2,
13.4.2025,23:49:3.528,49.058,24.0,150.0,50.015,47.2,
13.4.2025,23:49:4.042,49.648,20.0,159.3,31.375,18.4,
13.4.2025,23:49:4.539,49.223,20.0,160.9,30.987,18.9,
13.4.2025,23:49:5.040,49.858,19.0,162.3,31.424,18.7,
13.4.2025,23:49:5.541,49.723,23.0,163.7,31.453,18.2,
13.4.2025,23:49:6.041,49.669,19.0,163.7,31.075,17.8,
13.4.2025,23:49:6.539,50.053,21.0,163.5,30.487,17.6,
13.4.2025,23:49:7.038,49.228,20.0,164.1,31.242,17.9,
13.4.2025,23:49:7.539,49.845,21.0,163.4,31.450,18.0,
13.4.2025,23:49:8.041,49.978,19.0,163.7,31.170,17.9,
13.4.2025,23:49:8.528,49.578,20.0,161.5,30.381,17.6,
13.4.2025,23:49:9.027,50.580,21.0,160.9,31.312,18.6,
13.4.2025,23:49:9.540,49.802,20.0,162.1,31.371,17.9,
13.4.2025,23:49:10.042,49.651,19.0,161.9,31.631,18.3,
13.4.2025,23:49:10.530,51.007,20.0,162.1,32.838,19.6,
13.4.2025,23:49:11.034,50.470,21.0,162.9,31.139,18.3,
13.4.2025,23:49:11.532,49.292,21.0,164.2,31.019,17.6,
13.4.2025,23:49:12.031,49.457,20.0,163.8,30.811,18.1,
13.4.2025,23:49:12.529,50.400,20.0,164.3,31.783,18.6,
13.4.2025,23:49:13.029,50.308,18.0,163.1,30.380,17.7,
13.4.2025,23:49:13.529,50.362,20.0,163.3,30.528,17.9,
13.4.2025,23:49:14.027,49.852,20.0,163.1,30.671,18.2,
13.4.2025,23:49:14.527,50.410,19.0,162.0,30.884,17.9,
13.4.2025,23:49:15.039,51.440,19.0,162.3,31.044,17.9,
13.4.2025,23:49:15.536,50.072,20.0,162.8,30.771,17.8,
13.4.2025,23:49:16.037,50.273,19.0,164.2,31.376,17.8,
13.4.2025,23:49:16.536,50.355,20.0,163.7,31.759,18.1,
13.4.2025,23:49:17.034,49.179,19.0,163.0,31.801,17.8,
13.4.2025,23:49:17.539,49.779,19.0,163.4,30.834,17.4,
13.4.2025,23:49:18.027,49.037,18.0,163.1,30.963,18.0,
13.4.2025,23:49:18.528,49.853,19.0,163.9,30.915,17.9,
13.4.2025,23:49:19.029,50.271,19.0,163.9,31.122,17.9,
13.4.2025,23:49:19.529,49.340,19.0,164.5,30.752,17.7,
