Date,Time,"Celkové využití CPU [%]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]",
16.4.2025,22:40:56.918,34.6,42.559,52.362,37.0,2753.1,
16.4.2025,22:40:57.431,34.3,42.360,52.475,36.0,2177.7,
16.4.2025,22:40:57.919,34.7,42.664,52.471,36.0,772.6,
16.4.2025,22:40:58.421,35.5,43.359,52.272,36.0,2537.4,
16.4.2025,22:40:58.935,34.7,42.675,52.381,36.0,1044.2,
16.4.2025,22:40:59.440,34.6,42.624,52.535,36.0,530.7,
16.4.2025,22:40:59.947,35.0,42.786,52.529,37.0,938.0,
16.4.2025,22:41:0.443,35.4,43.270,52.490,36.0,1029.1,
16.4.2025,22:41:0.963,35.1,43.179,52.664,37.0,1312.9,
16.4.2025,22:41:1.449,34.6,42.679,52.823,35.0,1505.0,
16.4.2025,22:41:1.962,35.1,42.852,52.740,37.0,962.9,
16.4.2025,22:41:2.462,34.4,42.304,52.539,35.0,988.8,
16.4.2025,22:41:2.960,34.5,42.587,52.573,36.0,579.6,
16.4.2025,22:41:3.466,33.9,42.118,52.339,35.0,512.5,
16.4.2025,22:41:3.970,34.2,42.614,52.355,35.0,354.3,
16.4.2025,22:41:4.468,33.8,42.331,52.401,35.0,496.3,
16.4.2025,22:41:4.974,34.1,42.559,52.252,35.0,380.6,
16.4.2025,22:41:5.463,34.1,42.476,52.290,35.0,282.1,
16.4.2025,22:41:5.969,33.9,41.953,52.310,35.0,129.4,
16.4.2025,22:41:6.476,34.3,42.686,52.320,35.0,85.7,
16.4.2025,22:41:6.968,34.3,42.356,52.437,35.0,91.5,
16.4.2025,22:41:7.473,34.5,42.630,52.692,35.0,93.0,
16.4.2025,22:41:7.975,34.7,42.325,52.571,35.0,82.6,
16.4.2025,22:41:8.475,34.6,42.645,52.312,35.0,2756.8,
16.4.2025,22:41:8.965,34.8,42.456,52.386,35.0,2761.5,
16.4.2025,22:41:9.469,35.2,42.989,52.484,35.0,2805.0,
16.4.2025,22:41:9.967,34.6,42.500,52.606,36.0,2806.4,
16.4.2025,22:41:10.483,34.5,42.599,52.685,35.0,2795.2,
