Date,Time,"Celkové využití CPU [%]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]",
16.4.2025,21:23:23.125,54.9,47.572,145.760,75.0,957.8,
16.4.2025,21:23:23.624,54.2,47.427,145.760,75.0,974.3,
16.4.2025,21:23:24.139,79.1,65.035,145.587,74.0,777.5,
16.4.2025,21:23:24.635,53.9,50.751,127.918,75.0,849.6,
16.4.2025,21:23:25.122,48.7,44.779,133.710,77.0,833.6,
16.4.2025,21:23:25.635,51.6,46.788,134.236,77.0,938.6,
16.4.2025,21:23:26.134,54.6,48.530,139.786,76.0,955.1,
16.4.2025,21:23:26.633,55.9,50.231,145.896,75.0,955.6,
16.4.2025,21:23:27.134,53.9,50.231,145.746,75.0,955.6,
16.4.2025,21:23:27.633,53.9,46.753,146.900,75.0,958.7,
16.4.2025,21:23:28.137,55.8,49.307,146.736,74.0,974.0,
16.4.2025,21:23:28.636,55.3,50.144,145.312,75.0,935.7,
16.4.2025,21:23:29.134,55.7,52.778,146.658,75.0,932.7,
16.4.2025,21:23:29.632,57.3,50.404,145.425,75.0,952.5,
16.4.2025,21:23:30.128,56.0,49.106,145.130,74.0,935.1,
16.4.2025,21:23:30.627,58.2,52.420,137.698,74.0,933.7,
16.4.2025,21:23:31.125,51.5,45.633,140.082,76.0,913.7,
16.4.2025,21:23:31.624,55.3,50.157,146.858,74.0,943.3,
16.4.2025,21:23:32.125,55.6,50.620,147.264,75.0,950.5,
16.4.2025,21:23:32.624,56.0,50.557,146.330,75.0,932.1,
16.4.2025,21:23:33.126,55.5,50.957,146.783,75.0,961.9,
16.4.2025,21:23:33.629,55.0,50.862,146.394,75.0,930.3,
16.4.2025,21:23:34.128,55.0,50.705,147.490,75.0,964.6,
16.4.2025,21:23:34.630,55.2,51.543,147.611,75.0,942.0,
16.4.2025,21:23:35.129,54.3,49.183,147.269,75.0,917.0,
16.4.2025,21:23:35.623,53.8,49.280,147.995,74.0,960.1,
16.4.2025,21:23:36.124,54.9,48.844,146.491,75.0,951.8,
16.4.2025,21:23:36.650,54.1,49.652,146.658,74.0,951.8,
16.4.2025,21:23:37.164,55.0,50.576,146.421,75.0,935.0,
16.4.2025,21:23:37.681,55.4,49.867,146.694,75.0,951.0,
16.4.2025,21:23:38.183,56.1,52.306,145.773,74.0,926.0,
16.4.2025,21:23:38.671,54.7,48.836,146.986,74.0,934.9,
16.4.2025,21:23:39.172,55.1,48.920,147.143,75.0,954.1,
16.4.2025,21:23:39.673,55.2,51.447,146.965,74.0,968.8,
16.4.2025,21:23:40.173,56.0,48.396,146.729,75.0,963.2,
16.4.2025,21:23:40.678,55.0,51.631,147.569,76.0,960.9,
16.4.2025,21:23:41.170,56.4,51.057,131.848,75.0,828.0,
16.4.2025,21:23:41.682,51.2,46.630,134.304,77.0,850.6,
16.4.2025,21:23:42.171,50.3,44.904,136.720,78.0,850.9,
16.4.2025,21:23:42.674,51.9,46.172,144.055,75.0,963.3,
16.4.2025,21:23:43.184,55.1,50.217,146.933,74.0,962.2,
16.4.2025,21:23:43.682,55.7,52.354,146.590,74.0,942.9,
16.4.2025,21:23:44.180,56.1,50.077,146.653,73.0,968.7,
16.4.2025,21:23:44.681,55.7,49.086,146.376,74.0,967.2,
16.4.2025,21:23:45.169,55.7,51.158,146.711,72.0,962.6,
16.4.2025,21:23:45.686,55.9,50.742,146.493,74.0,972.2,
16.4.2025,21:23:46.199,56.0,49.983,147.792,75.0,960.9,
16.4.2025,21:23:46.699,58.6,51.849,134.628,74.0,774.3,
16.4.2025,21:23:47.199,50.0,45.653,135.956,74.0,850.0,
16.4.2025,21:23:47.714,55.3,50.995,147.255,74.0,976.9,
16.4.2025,21:23:48.213,55.1,51.738,148.436,74.0,972.4,
16.4.2025,21:23:48.712,55.4,54.256,147.379,75.0,971.6,
16.4.2025,21:23:49.209,55.2,51.044,148.027,75.0,967.4,
16.4.2025,21:23:49.709,55.6,49.258,147.475,74.0,943.6,
16.4.2025,21:23:50.208,55.5,50.719,147.348,74.0,970.9,
16.4.2025,21:23:50.708,54.7,49.946,147.516,75.0,985.3,
16.4.2025,21:23:51.213,55.2,53.000,147.641,73.0,981.3,
16.4.2025,21:23:51.714,55.2,49.936,145.926,74.0,969.0,
