Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
14.4.2025,0:23:57.773,128.306,71.0,1112.8,48.346,51.9,
14.4.2025,0:23:58.276,128.425,71.0,1119.7,47.715,51.3,
14.4.2025,0:23:58.765,128.277,70.0,1110.5,49.131,52.4,
14.4.2025,0:23:59.266,128.253,70.0,1121.0,48.206,51.3,
14.4.2025,0:23:59.770,127.948,70.0,1113.8,48.559,51.6,
14.4.2025,0:24:0.273,127.425,70.0,1110.5,48.483,51.7,
14.4.2025,0:24:0.772,128.488,71.0,1117.4,48.573,52.0,
14.4.2025,0:24:1.275,127.953,70.0,1110.1,48.150,51.7,
14.4.2025,0:24:1.772,128.641,70.0,1118.7,48.081,51.7,
14.4.2025,0:24:2.272,128.773,70.0,1109.9,48.180,51.0,
14.4.2025,0:24:2.773,129.095,70.0,1118.7,48.001,51.5,
14.4.2025,0:24:3.272,128.563,71.0,1108.2,48.095,51.4,
14.4.2025,0:24:3.769,128.780,70.0,1126.5,48.562,52.1,
14.4.2025,0:24:4.267,128.844,70.0,1119.0,47.825,51.5,
14.4.2025,0:24:4.771,128.321,70.0,1123.9,48.712,51.7,
14.4.2025,0:24:5.268,128.354,71.0,1113.5,48.038,51.5,
14.4.2025,0:24:5.768,127.948,70.0,1117.6,49.007,52.5,
14.4.2025,0:24:6.272,128.536,71.0,1116.9,48.544,51.8,
14.4.2025,0:24:6.776,128.541,70.0,1122.5,48.463,51.8,
14.4.2025,0:24:7.272,128.482,70.0,1113.0,48.054,51.6,
14.4.2025,0:24:7.773,128.793,70.0,1123.9,48.574,51.7,
14.4.2025,0:24:8.274,128.528,70.0,1114.1,47.993,51.4,
14.4.2025,0:24:8.772,128.323,70.0,1118.1,48.332,51.6,
14.4.2025,0:24:9.273,128.678,70.0,1111.0,48.153,51.4,
14.4.2025,0:24:9.772,128.484,70.0,1111.0,48.153,51.4,
14.4.2025,0:24:10.272,128.885,70.0,1124.8,48.619,51.5,
14.4.2025,0:24:10.773,128.400,70.0,1129.3,48.051,51.8,
14.4.2025,0:24:11.273,128.124,70.0,1120.2,47.858,51.8,
14.4.2025,0:24:11.772,128.057,70.0,1116.3,48.498,51.9,
14.4.2025,0:24:12.269,127.766,70.0,1120.9,48.067,51.6,
14.4.2025,0:24:12.770,127.924,70.0,1124.2,48.466,52.2,
14.4.2025,0:24:13.269,127.924,70.0,1110.0,47.494,51.4,
14.4.2025,0:24:13.772,127.681,70.0,1121.4,48.630,51.7,
14.4.2025,0:24:14.276,125.965,70.0,1114.9,48.781,51.7,
14.4.2025,0:24:14.775,127.779,70.0,1119.9,48.897,52.2,
14.4.2025,0:24:15.274,125.896,70.0,1113.0,47.690,51.5,
14.4.2025,0:24:15.773,127.782,70.0,1119.7,48.451,51.5,
14.4.2025,0:24:16.274,127.732,70.0,1113.2,47.662,51.5,
14.4.2025,0:24:16.770,127.641,70.0,1119.0,47.863,51.7,
14.4.2025,0:24:17.272,127.217,70.0,1124.6,48.328,51.6,
14.4.2025,0:24:17.768,128.744,70.0,1111.3,48.416,51.8,
14.4.2025,0:24:18.269,128.304,71.0,1122.3,58.979,68.5,
14.4.2025,0:24:18.772,127.775,70.0,1129.7,48.784,52.2,
14.4.2025,0:24:19.273,128.467,70.0,1125.6,48.352,51.8,
14.4.2025,0:24:19.770,128.868,70.0,1128.5,48.167,51.8,
14.4.2025,0:24:20.270,128.301,71.0,1117.9,48.562,52.0,
14.4.2025,0:24:20.772,128.358,70.0,1123.3,50.341,54.2,
14.4.2025,0:24:21.271,128.662,71.0,1116.3,48.224,52.1,
14.4.2025,0:24:21.770,128.794,70.0,1117.4,48.683,51.9,
14.4.2025,0:24:22.266,128.221,71.0,1109.8,48.621,51.9,
14.4.2025,0:24:22.767,128.716,70.0,1112.8,47.874,51.6,
14.4.2025,0:24:23.271,129.973,71.0,1118.9,47.987,51.4,
14.4.2025,0:24:23.775,129.629,70.0,1121.6,48.239,51.8,
14.4.2025,0:24:24.275,128.842,72.0,1116.2,48.420,51.7,
14.4.2025,0:24:24.776,128.647,70.0,1115.2,47.769,51.8,
14.4.2025,0:24:25.271,129.167,71.0,1112.3,47.933,51.8,
14.4.2025,0:24:25.770,128.530,71.0,1128.7,48.540,52.0,
14.4.2025,0:24:26.271,128.929,70.0,1122.0,48.564,52.0,
14.4.2025,0:24:26.770,129.066,71.0,1126.8,48.170,51.8,
14.4.2025,0:24:27.270,128.560,70.0,1112.4,48.571,52.8,
14.4.2025,0:24:27.768,125.008,71.0,1116.4,55.760,60.5,
14.4.2025,0:24:28.269,128.584,69.0,1119.6,48.651,51.7,
14.4.2025,0:24:28.768,128.682,70.0,1115.6,48.567,52.4,
14.4.2025,0:24:29.264,128.744,70.0,1115.2,48.083,51.4,
14.4.2025,0:24:29.768,129.733,70.0,1105.6,47.184,51.5,
14.4.2025,0:24:30.269,130.730,71.0,1110.5,47.805,51.5,
14.4.2025,0:24:30.767,130.612,70.0,1124.8,47.836,51.5,
14.4.2025,0:24:31.266,130.134,71.0,1126.9,47.919,51.6,
14.4.2025,0:24:31.763,130.092,71.0,1116.6,48.608,51.5,
14.4.2025,0:24:32.266,130.623,71.0,1116.7,47.739,51.6,
14.4.2025,0:24:32.762,130.433,70.0,1120.8,48.490,51.8,
14.4.2025,0:24:33.264,130.159,71.0,1116.1,47.744,51.5,
14.4.2025,0:24:33.767,130.594,71.0,1121.2,48.552,51.9,
14.4.2025,0:24:34.268,129.927,71.0,1112.4,47.943,51.1,
14.4.2025,0:24:34.763,130.232,71.0,1115.8,47.994,52.0,
14.4.2025,0:24:35.265,130.267,71.0,1123.0,47.951,51.6,
14.4.2025,0:24:35.765,130.384,71.0,1120.0,50.464,54.0,
14.4.2025,0:24:36.267,129.886,71.0,1119.5,48.717,52.2,
14.4.2025,0:24:36.763,130.018,70.0,1114.6,47.749,51.8,
14.4.2025,0:24:37.266,129.959,71.0,1112.3,50.549,54.2,
14.4.2025,0:24:37.768,115.006,70.0,945.6,53.422,58.6,
14.4.2025,0:24:38.271,107.668,68.0,964.3,74.371,101.1,
14.4.2025,0:24:38.786,120.229,71.0,964.3,65.345,76.9,
14.4.2025,0:24:39.275,119.303,71.0,1075.3,62.918,74.6,
14.4.2025,0:24:39.775,126.229,70.0,1116.0,53.132,56.5,
14.4.2025,0:24:40.263,128.465,70.0,1116.0,53.132,56.5,
14.4.2025,0:24:40.778,128.806,71.0,1111.8,49.308,52.2,
14.4.2025,0:24:41.263,128.783,71.0,1113.0,48.804,52.2,
14.4.2025,0:24:41.767,128.753,71.0,1125.4,48.519,52.2,
14.4.2025,0:24:42.266,128.895,70.0,1126.5,48.298,51.8,
14.4.2025,0:24:42.776,128.557,71.0,1114.1,48.553,51.9,
14.4.2025,0:24:43.275,128.849,71.0,1111.8,48.110,51.6,
14.4.2025,0:24:43.770,128.746,70.0,1116.5,48.291,51.8,
14.4.2025,0:24:44.271,128.973,71.0,1114.7,48.592,52.0,
14.4.2025,0:24:44.771,128.679,71.0,1115.7,48.229,51.2,
14.4.2025,0:24:45.274,128.704,71.0,1108.0,47.954,51.8,
14.4.2025,0:24:45.775,128.494,71.0,1120.5,47.768,51.5,
14.4.2025,0:24:46.275,129.014,71.0,1115.8,48.730,52.2,
14.4.2025,0:24:46.776,128.524,70.0,1122.8,49.793,52.2,
14.4.2025,0:24:47.264,129.027,71.0,1112.8,48.370,51.7,
14.4.2025,0:24:47.775,128.886,71.0,1123.0,48.695,51.9,
14.4.2025,0:24:48.276,128.758,71.0,1113.6,48.464,52.1,
14.4.2025,0:24:48.774,129.275,70.0,1122.7,49.669,53.0,
14.4.2025,0:24:49.274,129.275,70.0,1114.1,48.058,52.3,
14.4.2025,0:24:49.764,128.902,71.0,1130.4,48.526,52.0,
14.4.2025,0:24:50.265,128.626,71.0,1125.2,48.786,52.4,
14.4.2025,0:24:50.764,129.191,71.0,1125.6,49.270,52.5,
14.4.2025,0:24:51.267,128.722,71.0,1112.6,49.182,52.4,
14.4.2025,0:24:51.764,128.930,71.0,1124.3,48.794,52.1,
14.4.2025,0:24:52.269,128.743,71.0,1112.2,48.355,51.9,
14.4.2025,0:24:52.765,128.666,71.0,1111.7,49.191,52.2,
14.4.2025,0:24:53.267,129.141,71.0,1122.5,49.129,52.0,
14.4.2025,0:24:53.769,128.528,72.0,1124.5,49.874,52.9,
14.4.2025,0:24:54.267,128.630,71.0,1116.4,48.854,51.7,
14.4.2025,0:24:54.765,129.219,71.0,1116.0,48.326,51.6,
14.4.2025,0:24:55.269,128.808,72.0,1112.7,48.507,52.1,
14.4.2025,0:24:55.772,117.157,70.0,1030.3,65.737,78.1,
14.4.2025,0:24:56.274,114.916,71.0,1110.9,58.296,66.1,
14.4.2025,0:24:56.775,123.884,70.0,1125.1,49.748,53.2,
14.4.2025,0:24:57.276,126.919,71.0,1121.2,48.558,52.4,
14.4.2025,0:24:57.764,127.803,71.0,1123.6,48.953,52.7,
14.4.2025,0:24:58.277,127.906,71.0,1124.4,48.923,52.3,
14.4.2025,0:24:58.774,128.699,71.0,1128.6,49.014,52.5,
14.4.2025,0:24:59.277,128.939,73.0,1112.9,49.385,52.4,
14.4.2025,0:24:59.775,128.499,71.0,1124.2,48.291,51.7,
14.4.2025,0:25:0.274,128.649,71.0,1115.6,48.186,52.2,
14.4.2025,0:25:0.774,127.674,70.0,1111.7,49.777,53.4,
14.4.2025,0:25:1.272,128.615,71.0,1118.7,49.256,53.2,
14.4.2025,0:25:1.770,128.370,71.0,1111.0,49.693,53.1,
14.4.2025,0:25:2.275,128.766,71.0,1103.5,49.891,53.2,
14.4.2025,0:25:2.772,129.001,71.0,1123.8,49.931,53.1,
14.4.2025,0:25:3.270,128.971,71.0,1118.8,48.744,51.6,
14.4.2025,0:25:3.769,128.840,70.0,1119.3,48.554,51.9,
14.4.2025,0:25:4.269,128.793,70.0,1113.7,48.782,51.6,
14.4.2025,0:25:4.774,128.395,71.0,1115.9,48.893,52.2,
14.4.2025,0:25:5.275,128.887,71.0,1108.7,47.917,51.6,
14.4.2025,0:25:5.777,128.791,70.0,1126.9,48.398,52.4,
14.4.2025,0:25:6.276,128.620,70.0,1111.8,48.858,52.3,
14.4.2025,0:25:6.773,129.034,71.0,1122.0,48.376,51.9,
14.4.2025,0:25:7.276,129.390,71.0,1124.0,48.068,51.8,
14.4.2025,0:25:7.776,128.946,70.0,1124.5,48.558,51.8,
14.4.2025,0:25:8.273,129.097,71.0,1114.2,48.248,51.4,
14.4.2025,0:25:8.778,128.776,71.0,1128.8,48.539,51.8,
14.4.2025,0:25:9.308,129.108,71.0,1121.5,48.476,51.6,
14.4.2025,0:25:9.839,128.943,71.0,1124.5,48.029,51.8,
14.4.2025,0:25:10.329,129.065,71.0,1129.7,48.195,51.9,
14.4.2025,0:25:10.844,127.774,70.0,1126.8,50.084,54.0,
14.4.2025,0:25:11.349,129.254,71.0,1117.3,48.534,51.5,
14.4.2025,0:25:11.847,129.134,70.0,1130.6,48.536,52.1,
14.4.2025,0:25:12.349,128.997,71.0,1124.6,47.821,52.1,
14.4.2025,0:25:12.852,128.849,70.0,1128.8,48.865,52.3,
14.4.2025,0:25:13.353,129.222,71.0,1120.1,48.486,51.7,
14.4.2025,0:25:13.854,128.894,70.0,1124.0,48.749,51.9,
14.4.2025,0:25:14.343,129.122,71.0,1116.6,48.844,51.9,
14.4.2025,0:25:14.843,129.101,70.0,1132.8,48.560,51.8,
14.4.2025,0:25:15.342,129.085,71.0,1117.1,48.418,51.6,
14.4.2025,0:25:15.857,129.194,70.0,1128.8,48.556,51.9,
14.4.2025,0:25:16.371,129.096,71.0,1123.1,50.123,53.7,
14.4.2025,0:25:16.871,129.855,71.0,1124.5,50.813,53.8,
14.4.2025,0:25:17.369,129.361,71.0,1107.4,48.399,51.9,
14.4.2025,0:25:17.887,129.127,71.0,1115.9,48.569,52.1,
14.4.2025,0:25:18.389,129.169,71.0,1122.0,49.287,52.0,
14.4.2025,0:25:18.905,129.532,70.0,1123.2,48.194,51.8,
14.4.2025,0:25:19.418,129.155,71.0,1117.4,48.883,52.7,
14.4.2025,0:25:19.918,129.065,71.0,1117.4,49.264,51.9,
14.4.2025,0:25:20.416,129.288,70.0,1127.4,47.644,51.6,
14.4.2025,0:25:20.917,129.257,71.0,1115.8,49.063,52.1,
14.4.2025,0:25:21.419,129.239,71.0,1130.1,48.156,52.3,
14.4.2025,0:25:21.918,129.431,70.0,1112.1,48.649,52.4,
14.4.2025,0:25:22.407,129.473,71.0,1119.9,48.291,51.7,
14.4.2025,0:25:22.924,128.291,70.0,1111.4,47.694,51.6,
14.4.2025,0:25:23.427,129.325,71.0,1130.6,47.998,51.3,
14.4.2025,0:25:23.929,128.944,70.0,1117.7,48.537,51.6,
14.4.2025,0:25:24.434,128.832,71.0,1121.0,48.337,51.7,
14.4.2025,0:25:24.921,128.494,70.0,1101.4,47.719,51.1,
14.4.2025,0:25:25.423,128.837,71.0,1111.6,48.695,51.8,
14.4.2025,0:25:25.927,128.698,70.0,1117.9,47.589,51.4,
14.4.2025,0:25:26.439,128.977,71.0,1130.2,48.466,52.0,
14.4.2025,0:25:26.939,128.958,70.0,1122.1,48.145,51.6,
14.4.2025,0:25:27.437,128.643,70.0,1116.7,48.589,51.9,
14.4.2025,0:25:27.941,128.656,70.0,1109.3,47.785,51.7,
14.4.2025,0:25:28.438,129.047,71.0,1123.4,48.028,51.3,
14.4.2025,0:25:28.936,128.962,70.0,1123.4,48.028,51.3,
14.4.2025,0:25:29.439,128.576,71.0,1108.8,48.459,52.1,
14.4.2025,0:25:29.942,128.904,70.0,1110.4,50.492,54.9,
14.4.2025,0:25:30.446,128.945,71.0,1112.7,48.434,51.8,
14.4.2025,0:25:30.941,129.015,70.0,1121.7,48.181,51.5,
14.4.2025,0:25:31.441,129.015,70.0,1131.5,48.886,52.5,
14.4.2025,0:25:31.957,129.001,71.0,1128.7,49.057,52.0,
14.4.2025,0:25:32.458,128.964,71.0,1131.2,48.011,51.4,
14.4.2025,0:25:32.955,128.964,71.0,1128.5,48.500,52.0,
14.4.2025,0:25:33.459,129.442,70.0,1123.2,48.278,52.2,
14.4.2025,0:25:33.961,129.459,70.0,1120.5,48.328,51.9,
14.4.2025,0:25:34.461,129.071,70.0,1120.5,48.648,52.1,
14.4.2025,0:25:34.964,129.472,71.0,1113.2,49.317,52.3,
14.4.2025,0:25:35.451,129.800,70.0,1127.3,48.714,52.2,
14.4.2025,0:25:35.957,129.231,71.0,1119.6,49.162,53.0,
14.4.2025,0:25:36.457,129.257,70.0,1131.1,47.917,51.9,
14.4.2025,0:25:36.952,129.755,71.0,876.9,49.842,53.2,
14.4.2025,0:25:37.455,117.617,70.0,1077.5,54.802,59.3,
14.4.2025,0:25:37.958,119.332,71.0,1096.4,71.653,87.5,
