Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
14.4.2025,0:19:35.141,52.228,58.0,1709.8,41.127,44.1,
14.4.2025,0:19:35.627,52.214,58.0,1757.0,42.609,44.8,
14.4.2025,0:19:36.123,52.308,59.0,1737.6,44.253,47.4,
14.4.2025,0:19:36.632,52.304,58.0,1731.8,42.432,45.2,
14.4.2025,0:19:37.135,52.175,57.0,1757.0,41.961,44.1,
14.4.2025,0:19:37.633,52.063,57.0,1740.9,41.140,44.2,
14.4.2025,0:19:38.133,52.042,58.0,1711.6,41.663,44.1,
14.4.2025,0:19:38.634,52.095,57.0,1729.1,41.648,44.2,
14.4.2025,0:19:39.134,52.206,58.0,1732.0,41.922,44.5,
14.4.2025,0:19:39.632,52.140,58.0,1742.6,41.786,44.4,
14.4.2025,0:19:40.135,52.075,58.0,1732.5,41.947,44.4,
14.4.2025,0:19:40.622,51.887,56.0,1701.0,42.027,44.3,
14.4.2025,0:19:41.123,51.870,57.0,1685.0,41.797,44.0,
14.4.2025,0:19:41.625,51.999,57.0,1687.6,41.907,44.4,
14.4.2025,0:19:42.123,51.999,57.0,1690.4,42.187,44.1,
14.4.2025,0:19:42.627,52.110,58.0,1730.3,42.058,44.5,
14.4.2025,0:19:43.128,52.024,57.0,1675.7,41.616,44.4,
14.4.2025,0:19:43.629,51.977,57.0,1710.7,41.516,43.6,
14.4.2025,0:19:44.133,52.000,57.0,1715.6,42.006,43.9,
14.4.2025,0:19:44.625,52.056,58.0,1733.2,41.300,44.1,
14.4.2025,0:19:45.126,52.035,57.0,1699.3,41.792,44.1,
14.4.2025,0:19:45.630,51.952,57.0,1696.9,41.644,44.0,
14.4.2025,0:19:46.132,52.038,58.0,1688.6,41.309,44.0,
14.4.2025,0:19:46.622,52.179,58.0,1765.1,42.218,44.9,
14.4.2025,0:19:47.126,52.352,59.0,1740.3,41.977,44.6,
14.4.2025,0:19:47.625,52.131,58.0,1724.3,42.216,44.1,
14.4.2025,0:19:48.127,52.041,58.0,1690.1,41.822,44.0,
14.4.2025,0:19:48.635,52.099,58.0,1741.4,42.111,43.7,
14.4.2025,0:19:49.122,52.082,60.0,1699.1,41.717,43.8,
14.4.2025,0:19:49.626,52.083,58.0,1698.6,41.538,43.9,
14.4.2025,0:19:50.131,52.062,59.0,1663.6,42.237,44.2,
14.4.2025,0:19:50.634,52.053,58.0,1656.3,44.318,46.9,
14.4.2025,0:19:51.134,51.960,58.0,1696.5,41.866,44.2,
14.4.2025,0:19:51.622,51.996,58.0,1708.3,41.734,44.3,
14.4.2025,0:19:52.129,52.134,61.0,1709.1,41.596,44.2,
14.4.2025,0:19:52.630,52.123,58.0,1672.6,41.963,44.1,
14.4.2025,0:19:53.129,52.041,58.0,1695.4,42.278,44.3,
14.4.2025,0:19:53.633,52.097,58.0,1720.2,41.673,44.0,
14.4.2025,0:19:54.135,52.142,59.0,1742.2,42.814,44.2,
14.4.2025,0:19:54.637,52.062,58.0,1698.4,41.915,43.5,
14.4.2025,0:19:55.134,51.889,57.0,1680.3,41.672,44.3,
14.4.2025,0:19:55.623,51.976,58.0,1697.5,41.735,43.8,
14.4.2025,0:19:56.126,52.007,58.0,1706.9,41.917,43.9,
14.4.2025,0:19:56.631,51.988,58.0,1699.8,42.013,43.6,
14.4.2025,0:19:57.133,51.975,58.0,1685.7,41.764,44.0,
14.4.2025,0:19:57.636,52.104,58.0,1740.3,42.008,44.5,
14.4.2025,0:19:58.124,52.183,58.0,1719.4,41.904,44.2,
14.4.2025,0:19:58.628,52.354,59.0,1716.9,42.199,44.5,
14.4.2025,0:19:59.128,52.377,59.0,1727.6,42.353,44.6,
14.4.2025,0:19:59.631,52.308,59.0,1730.4,42.512,44.9,
14.4.2025,0:20:0.132,52.329,59.0,1738.8,42.159,44.6,
14.4.2025,0:20:0.622,52.145,58.0,1687.1,42.246,44.7,
14.4.2025,0:20:1.126,52.049,58.0,1690.3,41.371,44.2,
14.4.2025,0:20:1.628,51.972,57.0,1673.6,41.803,44.0,
14.4.2025,0:20:2.131,51.547,55.0,1608.6,47.488,51.0,
14.4.2025,0:20:2.630,52.036,57.0,1698.1,42.826,45.0,
14.4.2025,0:20:3.135,51.946,57.0,1697.2,43.692,47.4,
14.4.2025,0:20:3.625,52.031,57.0,1709.1,42.763,45.7,
14.4.2025,0:20:4.126,52.067,58.0,1679.4,42.918,45.2,
14.4.2025,0:20:4.632,52.336,58.0,1713.7,42.900,44.7,
14.4.2025,0:20:5.135,52.199,58.0,1737.7,42.152,44.9,
14.4.2025,0:20:5.623,52.178,58.0,1726.0,42.714,45.1,
14.4.2025,0:20:6.126,52.298,59.0,1729.4,43.241,45.6,
14.4.2025,0:20:6.626,52.305,59.0,1737.3,42.642,46.0,
14.4.2025,0:20:7.129,52.136,58.0,1698.0,42.274,44.4,
14.4.2025,0:20:7.629,52.116,58.0,1715.7,41.958,44.3,
14.4.2025,0:20:8.126,52.294,59.0,1734.0,42.426,44.7,
14.4.2025,0:20:8.624,52.443,59.0,1746.4,42.420,45.0,
14.4.2025,0:20:9.126,52.403,59.0,1715.4,41.294,44.5,
14.4.2025,0:20:9.628,52.430,59.0,1704.5,42.307,45.1,
14.4.2025,0:20:10.126,52.541,58.0,1777.3,42.554,45.2,
14.4.2025,0:20:10.623,52.358,59.0,1771.5,42.393,45.0,
14.4.2025,0:20:11.125,52.268,59.0,1720.8,41.927,44.9,
14.4.2025,0:20:11.629,52.298,59.0,1752.5,41.999,44.6,
14.4.2025,0:20:12.126,52.238,58.0,1723.4,42.150,44.6,
14.4.2025,0:20:12.629,52.262,58.0,1745.1,42.301,45.1,
14.4.2025,0:20:13.141,52.308,58.0,1769.8,42.057,44.6,
14.4.2025,0:20:13.631,51.748,57.0,1677.5,49.403,53.8,
14.4.2025,0:20:14.133,51.771,57.0,1531.8,64.555,79.2,
14.4.2025,0:20:14.623,51.329,57.0,1642.4,63.186,74.7,
14.4.2025,0:20:15.122,51.963,52.0,1705.1,45.080,47.8,
14.4.2025,0:20:15.639,52.082,52.0,1560.8,58.072,69.1,
14.4.2025,0:20:16.124,51.502,57.0,1633.8,50.482,54.2,
14.4.2025,0:20:16.628,52.210,57.0,1485.7,55.458,65.8,
14.4.2025,0:20:17.136,51.648,58.0,1485.7,51.329,55.6,
14.4.2025,0:20:17.622,52.149,58.0,1585.6,51.329,55.6,
14.4.2025,0:20:18.137,52.191,58.0,1731.2,43.809,46.4,
14.4.2025,0:20:18.624,52.169,58.0,1738.0,42.004,44.3,
14.4.2025,0:20:19.126,52.176,58.0,1745.3,42.352,44.9,
14.4.2025,0:20:19.630,52.165,58.0,1719.0,42.102,44.5,
14.4.2025,0:20:20.132,52.197,58.0,1698.8,41.252,44.0,
14.4.2025,0:20:20.637,52.352,59.0,1743.5,41.698,44.2,
14.4.2025,0:20:21.141,52.316,59.0,1734.0,41.817,44.8,
14.4.2025,0:20:21.660,52.238,58.0,1747.4,42.023,44.6,
