Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
13.4.2025,23:8:34.810,45.076,18.0,106.0,48.694,44.1,
13.4.2025,23:8:35.311,44.170,17.0,105.8,47.900,44.0,
13.4.2025,23:8:35.810,44.637,16.0,106.6,48.642,43.3,
13.4.2025,23:8:36.309,45.243,17.0,106.5,47.466,43.6,
13.4.2025,23:8:36.824,44.416,17.0,106.8,48.373,44.4,
13.4.2025,23:8:37.341,44.703,17.0,106.5,48.411,44.2,
13.4.2025,23:8:37.841,44.663,19.0,106.1,47.230,43.5,
13.4.2025,23:8:38.344,45.014,18.0,105.5,47.158,44.2,
13.4.2025,23:8:38.847,45.103,17.0,104.8,47.412,43.2,
13.4.2025,23:8:39.350,45.744,17.0,105.9,46.972,43.0,
13.4.2025,23:8:39.850,44.685,18.0,106.2,47.734,44.3,
13.4.2025,23:8:40.352,44.611,17.0,106.3,48.148,44.0,
13.4.2025,23:8:40.852,45.012,18.0,105.9,47.565,43.3,
13.4.2025,23:8:41.342,44.989,17.0,106.5,48.516,44.2,
13.4.2025,23:8:41.843,45.062,17.0,106.5,48.029,43.2,
13.4.2025,23:8:42.343,45.123,17.0,106.4,47.912,43.2,
13.4.2025,23:8:42.844,45.129,17.0,106.3,48.110,43.4,
13.4.2025,23:8:43.344,44.989,17.0,106.3,48.110,43.4,
13.4.2025,23:8:43.845,45.161,15.0,106.6,47.649,43.4,
13.4.2025,23:8:44.351,44.627,17.0,106.2,47.670,43.3,
13.4.2025,23:8:44.848,45.271,17.0,106.4,48.118,43.0,
13.4.2025,23:8:45.354,44.903,17.0,107.1,47.883,43.9,
13.4.2025,23:8:45.855,45.120,18.0,107.0,47.719,43.1,
13.4.2025,23:8:46.368,43.329,16.0,106.6,49.910,46.2,
13.4.2025,23:8:46.842,44.888,22.0,101.2,57.483,62.1,
13.4.2025,23:8:47.354,44.626,17.0,98.8,62.006,68.0,
13.4.2025,23:8:47.853,45.095,17.0,102.1,48.342,44.4,
13.4.2025,23:8:48.357,44.760,21.0,98.1,59.918,67.2,
13.4.2025,23:8:48.869,45.466,17.0,99.6,53.717,53.3,
13.4.2025,23:8:49.369,44.647,17.0,104.0,48.294,44.0,
13.4.2025,23:8:49.871,44.888,19.0,105.5,47.713,43.6,
13.4.2025,23:8:50.369,44.258,17.0,98.0,67.572,80.4,
13.4.2025,23:8:50.884,44.728,17.0,101.9,51.087,49.7,
13.4.2025,23:8:51.373,45.049,18.0,104.6,47.815,43.2,
13.4.2025,23:8:51.873,45.156,16.0,104.7,47.095,44.3,
13.4.2025,23:8:52.372,44.493,17.0,105.5,46.559,43.4,
13.4.2025,23:8:52.886,44.831,17.0,106.4,46.848,43.3,
13.4.2025,23:8:53.385,45.234,16.0,106.0,47.403,43.3,
13.4.2025,23:8:53.886,45.045,17.0,105.6,47.405,43.0,
13.4.2025,23:8:54.383,44.782,16.0,106.3,47.554,43.2,
13.4.2025,23:8:54.887,44.912,17.0,106.8,47.049,43.4,
13.4.2025,23:8:55.378,44.866,16.0,106.0,46.989,42.9,
13.4.2025,23:8:55.878,45.051,17.0,106.6,47.763,43.6,
13.4.2025,23:8:56.380,44.922,16.0,106.0,47.257,43.0,
13.4.2025,23:8:56.884,44.802,17.0,106.1,48.061,43.8,
13.4.2025,23:8:57.390,44.874,25.0,106.1,47.672,42.9,
13.4.2025,23:8:57.886,45.462,15.0,103.1,57.368,62.7,
13.4.2025,23:8:58.386,45.288,16.0,98.8,56.357,59.7,
13.4.2025,23:8:58.886,44.415,17.0,101.6,48.670,45.5,
13.4.2025,23:8:59.373,44.960,17.0,104.6,47.783,43.2,
13.4.2025,23:8:59.877,44.552,17.0,105.8,47.386,44.2,
13.4.2025,23:9:0.377,44.725,17.0,105.7,48.198,43.3,
13.4.2025,23:9:0.879,45.445,17.0,106.0,48.399,43.9,
13.4.2025,23:9:1.384,44.917,17.0,105.7,46.665,42.8,
13.4.2025,23:9:1.884,44.734,17.0,106.3,48.672,44.2,
