Date,Time,"Celkové využití CPU [%]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]",
16.4.2025,23:47:19.279,48.3,52.381,47.555,42.0,1502.4,
16.4.2025,23:47:19.782,47.8,52.277,47.623,43.0,1492.1,
16.4.2025,23:47:20.288,48.0,52.746,47.615,42.0,1494.2,
16.4.2025,23:47:20.786,48.3,53.028,47.620,45.0,1489.1,
16.4.2025,23:47:21.285,48.1,52.441,47.613,42.0,1502.2,
16.4.2025,23:47:21.786,47.8,52.205,47.635,43.0,1494.4,
16.4.2025,23:47:22.284,47.8,52.090,47.605,43.0,1497.4,
16.4.2025,23:47:22.785,47.9,52.824,47.633,41.0,1494.7,
16.4.2025,23:47:23.284,47.8,52.360,47.601,42.0,1509.5,
16.4.2025,23:47:23.789,47.8,52.333,47.569,42.0,1463.7,
16.4.2025,23:47:24.291,47.7,52.524,47.568,43.0,1477.6,
16.4.2025,23:47:24.778,47.7,52.524,47.594,42.0,1477.6,
16.4.2025,23:47:25.290,47.9,52.273,47.525,42.0,1448.3,
16.4.2025,23:47:25.779,47.9,52.071,47.529,42.0,1406.0,
16.4.2025,23:47:26.279,48.2,52.877,47.528,42.0,1484.5,
16.4.2025,23:47:26.782,48.7,53.143,47.517,42.0,1481.0,
16.4.2025,23:47:27.284,48.3,52.680,47.518,42.0,1483.0,
16.4.2025,23:47:27.785,47.9,53.017,47.511,42.0,1485.3,
16.4.2025,23:47:28.285,48.0,52.983,47.528,42.0,1497.4,
16.4.2025,23:47:28.784,48.1,52.578,47.610,42.0,1509.3,
16.4.2025,23:47:29.287,48.1,52.314,47.525,42.0,1496.8,
16.4.2025,23:47:29.786,47.9,52.631,47.503,42.0,1477.8,
16.4.2025,23:47:30.286,48.3,52.492,47.537,42.0,1474.6,
16.4.2025,23:47:30.789,48.1,52.576,47.562,42.0,1489.6,
16.4.2025,23:47:31.278,48.3,52.630,47.601,42.0,1490.1,
16.4.2025,23:47:31.779,48.2,52.474,47.604,42.0,1490.8,
16.4.2025,23:47:32.278,48.4,52.516,47.591,42.0,1514.0,
16.4.2025,23:47:32.778,47.9,52.272,47.532,42.0,1480.5,
16.4.2025,23:47:33.292,47.8,52.328,47.531,42.0,1481.1,
16.4.2025,23:47:33.776,47.6,52.323,47.533,42.0,1490.6,
16.4.2025,23:47:34.282,47.5,52.019,47.500,42.0,1472.4,
16.4.2025,23:47:34.778,47.6,51.936,47.504,42.0,1488.8,
16.4.2025,23:47:35.278,47.6,52.120,47.527,43.0,1490.9,
16.4.2025,23:47:35.792,47.8,52.211,47.477,42.0,1483.0,
16.4.2025,23:47:36.292,47.2,52.086,47.403,41.0,1470.0,
16.4.2025,23:47:36.807,47.4,51.782,47.468,41.0,1462.3,
16.4.2025,23:47:37.296,47.4,51.779,47.564,42.0,1490.9,
16.4.2025,23:47:37.795,47.8,52.473,47.629,42.0,1501.6,
16.4.2025,23:47:38.296,47.8,52.309,47.594,42.0,1491.3,
16.4.2025,23:47:38.799,47.6,52.331,47.567,42.0,1496.0,
16.4.2025,23:47:39.297,47.7,52.297,47.565,42.0,1492.7,
16.4.2025,23:47:39.802,48.0,52.725,47.508,42.0,1485.7,
16.4.2025,23:47:40.305,47.8,52.751,47.498,42.0,1486.2,
16.4.2025,23:47:40.804,48.3,52.728,47.531,42.0,1499.6,
16.4.2025,23:47:41.300,47.8,52.623,47.505,41.0,1496.1,
16.4.2025,23:47:41.807,48.0,52.684,47.299,40.0,1484.1,
16.4.2025,23:47:42.311,52.4,55.116,46.794,35.0,1471.1,
16.4.2025,23:47:42.803,72.5,68.366,47.189,41.0,1380.8,
16.4.2025,23:47:43.299,49.2,54.244,47.454,42.0,1490.3,
16.4.2025,23:47:43.804,48.2,53.461,47.454,41.0,1480.2,
16.4.2025,23:47:44.292,47.9,53.591,47.243,38.0,1497.1,
16.4.2025,23:47:44.802,48.6,53.012,47.211,40.0,1475.0,
16.4.2025,23:47:45.298,75.4,70.248,46.925,41.0,1344.1,
16.4.2025,23:47:45.797,48.1,53.533,47.496,41.0,1490.6,
16.4.2025,23:47:46.300,49.1,53.948,47.521,41.0,1491.0,
16.4.2025,23:47:46.803,48.1,52.716,47.529,42.0,1489.4,
16.4.2025,23:47:47.294,47.8,52.488,47.494,41.0,1488.9,
16.4.2025,23:47:47.799,48.6,53.133,47.464,42.0,1468.9,
16.4.2025,23:47:48.297,48.3,52.694,47.457,41.0,1477.5,
16.4.2025,23:47:48.798,48.0,52.671,47.559,42.0,1477.4,
16.4.2025,23:47:49.300,48.1,52.558,47.514,41.0,1487.2,
16.4.2025,23:47:49.800,48.0,52.700,47.551,42.0,1495.4,
16.4.2025,23:47:50.298,48.2,52.664,47.406,41.0,1472.9,
16.4.2025,23:47:50.799,47.9,52.394,47.394,42.0,1469.4,
16.4.2025,23:47:51.304,48.1,52.800,47.508,42.0,1479.0,
16.4.2025,23:47:51.792,48.1,53.008,47.508,42.0,1490.5,
16.4.2025,23:47:52.298,48.2,52.951,47.522,42.0,1484.1,
16.4.2025,23:47:52.799,48.4,52.956,47.492,41.0,1483.1,
16.4.2025,23:47:53.303,48.1,51.899,47.443,42.0,1472.4,
16.4.2025,23:47:53.804,48.2,52.366,47.390,41.0,1478.2,
16.4.2025,23:47:54.300,48.9,53.309,47.427,42.0,1480.6,
16.4.2025,23:47:54.801,48.0,52.277,47.436,42.0,1482.0,
16.4.2025,23:47:55.303,47.9,52.293,47.482,42.0,1480.8,
16.4.2025,23:47:55.802,48.1,52.942,47.492,42.0,1490.7,
16.4.2025,23:47:56.302,48.0,52.541,47.505,42.0,1486.5,
16.4.2025,23:47:56.794,48.1,53.039,47.463,42.0,1485.0,
16.4.2025,23:47:57.295,48.0,52.509,47.556,42.0,1476.5,
16.4.2025,23:47:57.792,48.3,52.606,47.520,42.0,1477.2,
16.4.2025,23:47:58.294,48.1,52.881,47.480,42.0,1482.4,
16.4.2025,23:47:58.797,47.7,52.371,47.516,43.0,1478.6,
16.4.2025,23:47:59.296,47.9,53.265,47.458,42.0,1465.3,
16.4.2025,23:47:59.803,48.3,52.821,47.556,43.0,1473.7,
16.4.2025,23:48:0.307,48.6,53.087,47.520,42.0,1480.1,
16.4.2025,23:48:0.798,48.0,52.866,47.521,41.0,1468.6,
16.4.2025,23:48:1.301,48.2,53.570,47.511,42.0,1484.3,
16.4.2025,23:48:1.806,48.4,53.686,47.438,42.0,1469.3,
16.4.2025,23:48:2.295,48.4,53.686,47.527,43.0,1469.3,
16.4.2025,23:48:2.797,54.0,57.413,47.168,40.0,1485.4,
16.4.2025,23:48:3.299,62.4,65.497,47.204,41.0,1378.8,
16.4.2025,23:48:3.803,49.7,55.131,47.480,42.0,1398.0,
16.4.2025,23:48:4.303,48.2,53.433,47.484,42.0,1455.7,
16.4.2025,23:48:4.800,56.7,58.893,47.248,41.0,1447.8,
16.4.2025,23:48:5.302,49.1,53.875,47.541,42.0,1469.6,
16.4.2025,23:48:5.808,47.7,52.969,47.475,42.0,1471.0,
16.4.2025,23:48:6.308,47.8,52.998,47.486,42.0,1502.2,
16.4.2025,23:48:6.808,48.6,53.468,47.503,42.0,1461.5,
16.4.2025,23:48:7.335,47.9,52.768,47.486,42.0,1487.1,
16.4.2025,23:48:7.823,47.4,52.434,47.447,42.0,1470.3,
16.4.2025,23:48:8.343,48.2,53.469,47.440,42.0,1482.6,
16.4.2025,23:48:8.844,47.4,52.759,47.446,42.0,1450.0,
16.4.2025,23:48:9.350,48.1,53.306,47.430,42.0,1444.9,
16.4.2025,23:48:9.854,47.5,52.048,47.364,42.0,1458.2,
16.4.2025,23:48:10.356,48.0,53.208,47.451,42.0,1468.8,
16.4.2025,23:48:10.856,48.8,53.244,47.373,42.0,1441.4,
16.4.2025,23:48:11.358,49.1,54.076,47.403,41.0,1493.4,
16.4.2025,23:48:11.862,48.8,52.991,47.444,42.0,1481.0,
16.4.2025,23:48:12.383,47.9,52.474,47.447,42.0,1472.9,
16.4.2025,23:48:12.883,48.3,53.481,47.475,42.0,1467.7,
16.4.2025,23:48:13.380,48.6,53.316,47.536,41.0,1525.8,
16.4.2025,23:48:13.878,48.7,53.374,47.515,42.0,1503.9,
16.4.2025,23:48:14.378,48.0,52.832,47.527,42.0,1502.8,
16.4.2025,23:48:14.878,48.0,52.982,47.519,42.0,1496.9,
16.4.2025,23:48:15.380,48.0,52.616,47.529,42.0,1496.0,
16.4.2025,23:48:15.881,48.0,52.609,47.501,42.0,1478.1,
16.4.2025,23:48:16.387,47.9,52.972,47.548,43.0,1505.8,
16.4.2025,23:48:16.887,48.0,52.897,47.471,42.0,1497.6,
16.4.2025,23:48:17.417,48.0,53.019,47.556,42.0,1500.4,
