Date,Time,"Celkové využití CPU [%]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]",
16.4.2025,23:54:15.290,49.0,49.014,45.914,18.0,87.8,
16.4.2025,23:54:15.786,79.0,65.672,45.252,17.0,84.1,
16.4.2025,23:54:16.285,50.6,51.677,45.798,19.0,85.9,
16.4.2025,23:54:16.784,49.4,50.607,45.793,21.0,87.2,
16.4.2025,23:54:17.285,48.3,49.264,44.952,19.0,88.0,
16.4.2025,23:54:17.784,48.7,49.903,45.923,21.0,88.7,
16.4.2025,23:54:18.279,48.6,50.277,44.719,19.0,88.6,
16.4.2025,23:54:18.781,48.4,50.090,45.871,20.0,88.9,
16.4.2025,23:54:19.279,48.5,49.500,45.249,19.0,88.6,
16.4.2025,23:54:19.784,48.1,48.693,45.248,21.0,88.6,
16.4.2025,23:54:20.286,48.6,48.275,44.869,21.0,88.6,
16.4.2025,23:54:20.785,48.3,48.120,45.720,20.0,88.6,
16.4.2025,23:54:21.285,48.4,47.934,45.836,19.0,89.2,
16.4.2025,23:54:21.783,48.7,50.020,45.551,19.0,89.1,
16.4.2025,23:54:22.281,48.7,49.305,45.500,18.0,89.3,
16.4.2025,23:54:22.778,48.6,49.042,45.417,18.0,89.2,
16.4.2025,23:54:23.279,48.7,49.324,45.574,19.0,89.2,
16.4.2025,23:54:23.777,49.1,50.905,45.777,20.0,89.3,
16.4.2025,23:54:24.290,48.8,49.246,46.261,19.0,89.3,
16.4.2025,23:54:24.791,48.7,49.533,46.215,16.0,88.6,
16.4.2025,23:54:25.290,47.8,48.934,46.336,18.0,88.2,
16.4.2025,23:54:25.790,48.8,49.396,45.617,19.0,88.2,
16.4.2025,23:54:26.289,48.2,49.724,45.703,18.0,87.9,
16.4.2025,23:54:26.790,48.2,48.983,46.246,19.0,88.3,
16.4.2025,23:54:27.289,48.7,49.551,46.402,19.0,88.4,
16.4.2025,23:54:27.787,48.4,48.401,45.684,19.0,88.7,
16.4.2025,23:54:28.287,48.2,48.050,45.103,19.0,88.4,
16.4.2025,23:54:28.788,49.1,50.602,45.228,19.0,88.6,
16.4.2025,23:54:29.292,48.0,48.368,45.684,19.0,88.7,
16.4.2025,23:54:29.778,48.2,49.386,45.368,19.0,88.5,
16.4.2025,23:54:30.278,47.9,48.463,45.007,19.0,88.5,
16.4.2025,23:54:30.791,48.6,49.357,46.136,19.0,88.1,
16.4.2025,23:54:31.292,48.4,48.405,44.765,19.0,88.1,
16.4.2025,23:54:31.776,48.2,48.642,45.815,19.0,88.3,
16.4.2025,23:54:32.290,48.6,48.592,45.325,19.0,88.2,
16.4.2025,23:54:32.784,48.4,49.028,45.066,19.0,88.6,
16.4.2025,23:54:33.282,48.4,49.028,44.910,18.0,88.6,
16.4.2025,23:54:33.782,48.4,49.117,46.463,19.0,88.7,
16.4.2025,23:54:34.280,48.5,49.772,46.152,19.0,88.7,
16.4.2025,23:54:34.778,49.0,50.309,46.883,18.0,89.0,
16.4.2025,23:54:35.278,49.1,49.597,46.166,19.0,89.2,
16.4.2025,23:54:35.777,48.2,49.408,46.105,19.0,89.3,
16.4.2025,23:54:36.292,48.9,49.738,46.438,19.0,89.6,
16.4.2025,23:54:36.779,48.6,49.601,45.830,19.0,89.2,
16.4.2025,23:54:37.281,48.5,49.600,46.629,17.0,89.2,
16.4.2025,23:54:37.784,48.2,48.781,45.234,19.0,89.3,
16.4.2025,23:54:38.282,48.6,50.154,46.507,22.0,89.2,
16.4.2025,23:54:38.786,48.3,49.208,45.543,19.0,89.1,
16.4.2025,23:54:39.288,48.7,50.398,45.606,18.0,89.2,
16.4.2025,23:54:39.789,48.4,49.934,46.692,19.0,89.1,
16.4.2025,23:54:40.287,48.3,48.890,45.679,18.0,89.2,
16.4.2025,23:54:40.786,48.8,49.860,46.168,19.0,88.9,
16.4.2025,23:54:41.284,48.4,49.682,46.168,19.0,88.7,
16.4.2025,23:54:41.783,48.8,50.277,45.857,19.0,89.2,
16.4.2025,23:54:42.286,48.2,48.802,46.606,18.0,89.0,
16.4.2025,23:54:42.781,48.4,49.033,45.085,20.0,88.9,
16.4.2025,23:54:43.280,48.9,49.372,46.043,19.0,89.4,
16.4.2025,23:54:43.781,48.9,48.959,44.751,21.0,89.3,
16.4.2025,23:54:44.281,48.4,49.245,47.170,19.0,89.3,
16.4.2025,23:54:44.784,48.2,48.285,44.816,20.0,89.1,
16.4.2025,23:54:45.285,48.7,48.396,45.189,19.0,89.0,
16.4.2025,23:54:45.787,48.7,49.500,45.661,21.0,89.1,
16.4.2025,23:54:46.284,48.8,50.112,45.627,20.0,88.9,
16.4.2025,23:54:46.786,48.2,49.423,45.163,19.0,88.5,
16.4.2025,23:54:47.281,48.0,48.972,45.437,19.0,88.2,
16.4.2025,23:54:47.782,48.6,49.074,45.898,20.0,88.4,
16.4.2025,23:54:48.281,48.6,48.381,45.922,20.0,88.6,
