Date,Time,"Celkové využití CPU [%]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]",
16.4.2025,23:49:37.974,48.1,53.022,45.888,26.0,288.8,
16.4.2025,23:49:38.476,48.7,53.733,46.106,25.0,284.9,
16.4.2025,23:49:38.972,48.4,53.469,46.229,25.0,287.3,
16.4.2025,23:49:39.469,48.2,54.095,45.733,24.0,285.4,
16.4.2025,23:49:39.966,49.0,54.470,45.704,25.0,287.7,
16.4.2025,23:49:40.477,48.4,53.994,45.963,24.0,289.6,
16.4.2025,23:49:40.978,48.7,53.560,45.995,25.0,287.4,
16.4.2025,23:49:41.484,48.7,54.749,46.027,24.0,287.9,
16.4.2025,23:49:41.974,49.5,54.744,46.297,24.0,278.1,
16.4.2025,23:49:42.472,56.7,58.310,45.187,22.0,272.9,
16.4.2025,23:49:42.973,68.6,65.940,45.986,24.0,247.8,
16.4.2025,23:49:43.468,63.9,62.709,44.936,23.0,254.9,
16.4.2025,23:49:43.977,59.4,61.138,45.841,24.0,261.0,
16.4.2025,23:49:44.475,49.4,55.385,46.117,25.0,276.7,
16.4.2025,23:49:44.973,48.2,54.741,46.093,25.0,287.0,
16.4.2025,23:49:45.469,48.5,54.937,46.096,24.0,283.3,
16.4.2025,23:49:45.968,48.3,54.690,46.127,23.0,285.7,
16.4.2025,23:49:46.465,48.5,54.219,46.190,25.0,285.8,
16.4.2025,23:49:46.981,48.0,53.571,46.157,25.0,285.2,
16.4.2025,23:49:47.492,48.0,53.118,46.111,25.0,285.7,
16.4.2025,23:49:47.991,49.5,54.875,45.770,25.0,287.3,
16.4.2025,23:49:48.487,48.5,53.967,45.992,24.0,286.5,
16.4.2025,23:49:48.999,48.3,53.249,45.891,25.0,284.6,
16.4.2025,23:49:49.496,48.1,53.619,46.080,24.0,285.6,
16.4.2025,23:49:50.025,47.8,53.547,46.324,25.0,284.3,
16.4.2025,23:49:50.532,48.6,53.283,46.232,24.0,284.1,
16.4.2025,23:49:51.047,48.2,52.854,45.966,25.0,286.1,
16.4.2025,23:49:51.548,48.3,53.916,45.720,24.0,285.5,
16.4.2025,23:49:52.043,48.5,53.076,46.024,25.0,285.1,
16.4.2025,23:49:52.554,48.3,53.476,46.128,24.0,284.7,
16.4.2025,23:49:53.065,48.9,52.809,46.241,25.0,281.0,
16.4.2025,23:49:53.578,48.3,53.600,45.884,24.0,282.2,
16.4.2025,23:49:54.086,48.4,52.928,46.117,24.0,285.3,
16.4.2025,23:49:54.581,48.8,54.535,46.117,24.0,282.7,
16.4.2025,23:49:55.083,48.4,53.114,45.843,24.0,282.1,
16.4.2025,23:49:55.578,48.2,53.674,45.603,25.0,281.5,
16.4.2025,23:49:56.075,48.1,53.243,45.954,25.0,282.2,
16.4.2025,23:49:56.586,48.1,54.014,46.194,25.0,280.9,
16.4.2025,23:49:57.083,48.4,53.443,45.759,26.0,285.2,
16.4.2025,23:49:57.580,47.7,53.737,45.996,23.0,280.9,
16.4.2025,23:49:58.076,47.7,53.737,45.983,25.0,280.9,
16.4.2025,23:49:58.575,49.6,54.395,45.719,23.0,284.5,
16.4.2025,23:49:59.073,48.4,53.728,46.248,27.0,286.0,
16.4.2025,23:49:59.587,48.2,53.682,45.690,24.0,287.2,
16.4.2025,23:50:0.084,47.8,53.525,45.856,25.0,282.8,
16.4.2025,23:50:0.583,48.2,53.065,45.958,24.0,282.7,
16.4.2025,23:50:1.083,48.2,53.065,45.975,24.0,282.7,
16.4.2025,23:50:1.579,51.6,55.816,46.091,24.0,285.5,
16.4.2025,23:50:2.077,51.9,55.883,46.114,24.0,263.4,
16.4.2025,23:50:2.574,49.4,56.565,46.010,25.0,269.8,
16.4.2025,23:50:3.088,48.2,53.660,46.300,25.0,285.6,
16.4.2025,23:50:3.585,48.3,53.613,46.145,24.0,286.1,
16.4.2025,23:50:4.082,48.3,53.777,45.830,25.0,285.4,
16.4.2025,23:50:4.581,48.5,54.333,45.811,25.0,285.8,
16.4.2025,23:50:5.080,48.5,54.333,45.984,25.0,285.8,
16.4.2025,23:50:5.577,48.0,52.177,45.812,24.0,286.6,
16.4.2025,23:50:6.088,48.7,55.303,45.784,25.0,286.9,
16.4.2025,23:50:6.587,49.3,53.898,46.188,23.0,283.6,
16.4.2025,23:50:7.084,48.3,53.261,46.087,25.0,282.4,
16.4.2025,23:50:7.582,48.2,53.733,45.978,24.0,285.9,
16.4.2025,23:50:8.079,48.2,53.423,45.794,25.0,285.3,
16.4.2025,23:50:8.578,48.5,53.274,46.080,25.0,283.4,
16.4.2025,23:50:9.076,48.2,53.807,45.994,25.0,285.7,
16.4.2025,23:50:9.588,48.1,53.992,46.312,25.0,284.9,
16.4.2025,23:50:10.086,48.7,56.236,46.212,25.0,287.4,
16.4.2025,23:50:10.586,48.5,54.902,46.190,25.0,283.8,
16.4.2025,23:50:11.087,48.5,53.951,46.201,25.0,288.3,
16.4.2025,23:50:11.581,48.3,53.921,45.962,24.0,286.1,
16.4.2025,23:50:12.082,48.4,54.320,46.381,25.0,285.1,
16.4.2025,23:50:12.581,48.5,56.848,46.027,25.0,286.2,
16.4.2025,23:50:13.076,48.5,54.062,45.925,25.0,286.8,
16.4.2025,23:50:13.585,48.5,55.357,46.160,24.0,286.3,
16.4.2025,23:50:14.080,48.4,53.906,46.084,25.0,283.9,
16.4.2025,23:50:14.573,48.7,55.987,46.368,25.0,287.8,
16.4.2025,23:50:15.083,48.6,53.773,45.892,25.0,286.9,
16.4.2025,23:50:15.581,48.6,55.126,46.145,25.0,288.4,
16.4.2025,23:50:16.081,48.5,53.627,45.855,25.0,288.4,
16.4.2025,23:50:16.577,49.1,54.084,46.012,24.0,281.5,
16.4.2025,23:50:17.088,48.1,53.196,46.362,24.0,282.6,
16.4.2025,23:50:17.582,48.0,53.061,46.362,24.0,283.6,
16.4.2025,23:50:18.082,47.9,52.754,46.379,24.0,284.8,
16.4.2025,23:50:18.581,48.6,53.009,45.828,25.0,283.8,
16.4.2025,23:50:19.075,47.8,52.452,45.844,24.0,280.7,
16.4.2025,23:50:19.586,47.7,52.894,46.165,26.0,280.8,
16.4.2025,23:50:20.080,47.9,52.790,46.206,24.0,281.3,
16.4.2025,23:50:20.579,48.5,54.198,46.126,25.0,282.1,
16.4.2025,23:50:21.075,48.3,53.438,46.341,25.0,283.1,
16.4.2025,23:50:21.586,47.9,52.797,46.120,22.0,283.1,
16.4.2025,23:50:22.084,47.4,53.206,46.147,25.0,285.1,
16.4.2025,23:50:22.583,47.7,52.474,46.158,24.0,280.2,
16.4.2025,23:50:23.077,48.0,54.116,46.070,25.0,280.4,
16.4.2025,23:50:23.578,48.0,54.116,45.967,24.0,280.4,
16.4.2025,23:50:24.075,48.2,54.195,46.087,25.0,283.6,
16.4.2025,23:50:24.586,48.4,53.312,46.103,24.0,286.1,
16.4.2025,23:50:25.081,48.4,53.317,46.131,25.0,283.9,
16.4.2025,23:50:25.578,48.7,53.605,45.990,24.0,283.3,
16.4.2025,23:50:26.076,48.7,53.605,46.532,25.0,283.3,
16.4.2025,23:50:26.586,48.1,54.068,46.052,24.0,282.4,
16.4.2025,23:50:27.084,48.1,54.068,46.251,25.0,282.4,
16.4.2025,23:50:27.581,47.8,53.245,45.934,24.0,285.4,
16.4.2025,23:50:28.080,47.9,54.088,45.823,25.0,288.7,
16.4.2025,23:50:28.576,48.3,55.934,45.991,25.0,284.0,
16.4.2025,23:50:29.087,48.6,54.798,46.230,25.0,284.2,
16.4.2025,23:50:29.583,48.1,53.891,45.903,25.0,285.9,
16.4.2025,23:50:30.081,48.5,54.703,46.046,26.0,290.4,
16.4.2025,23:50:30.579,48.2,53.626,45.870,24.0,287.9,
16.4.2025,23:50:31.076,48.4,56.298,45.887,25.0,288.8,
16.4.2025,23:50:31.587,48.3,53.945,46.492,24.0,287.3,
16.4.2025,23:50:32.082,48.0,54.911,46.143,24.0,288.6,
16.4.2025,23:50:32.578,48.0,53.446,46.388,25.0,287.1,
16.4.2025,23:50:33.075,48.8,54.339,46.017,25.0,289.3,
16.4.2025,23:50:33.588,48.4,54.200,46.139,24.0,286.1,
16.4.2025,23:50:34.083,48.5,53.448,46.088,24.0,286.7,
16.4.2025,23:50:34.579,48.0,52.442,46.283,24.0,283.3,
16.4.2025,23:50:35.076,47.8,53.466,46.026,25.0,285.7,
16.4.2025,23:50:35.586,49.0,53.911,46.126,25.0,286.9,
16.4.2025,23:50:36.086,48.6,54.738,46.337,24.0,287.7,
16.4.2025,23:50:36.584,48.5,54.053,46.252,24.0,285.4,
16.4.2025,23:50:37.079,48.5,54.302,45.734,25.0,287.4,
16.4.2025,23:50:37.577,48.3,53.882,46.017,25.0,285.9,
16.4.2025,23:50:38.073,48.3,54.245,45.990,23.0,286.2,
16.4.2025,23:50:38.585,48.6,53.465,45.971,25.0,285.4,
16.4.2025,23:50:39.081,48.4,54.628,45.971,25.0,285.6,
16.4.2025,23:50:39.581,48.0,52.982,46.136,25.0,285.2,
16.4.2025,23:50:40.077,48.2,53.822,45.778,25.0,286.1,
16.4.2025,23:50:40.577,49.1,54.761,46.269,25.0,283.6,
16.4.2025,23:50:41.088,48.3,53.236,46.287,25.0,284.1,
16.4.2025,23:50:41.583,48.4,54.244,46.044,25.0,286.9,
16.4.2025,23:50:42.082,48.2,53.659,46.175,25.0,285.5,
16.4.2025,23:50:42.575,48.4,54.148,46.071,21.0,284.9,
16.4.2025,23:50:43.074,48.3,54.206,46.056,25.0,286.7,
16.4.2025,23:50:43.589,49.0,56.080,46.201,26.0,285.9,
16.4.2025,23:50:44.083,48.1,54.018,45.924,25.0,287.7,
16.4.2025,23:50:44.579,47.8,53.447,46.181,24.0,284.0,
16.4.2025,23:50:45.076,48.0,53.716,45.794,25.0,286.2,
16.4.2025,23:50:45.574,47.7,52.495,45.920,25.0,284.1,
16.4.2025,23:50:46.087,48.0,55.847,46.159,25.0,284.4,
16.4.2025,23:50:46.584,48.4,53.264,46.303,25.0,283.2,
16.4.2025,23:50:47.081,47.6,53.276,46.439,25.0,283.2,
16.4.2025,23:50:47.579,47.6,52.748,46.012,24.0,282.5,
16.4.2025,23:50:48.077,47.8,53.074,46.162,25.0,284.2,
16.4.2025,23:50:48.574,47.8,53.074,45.993,24.0,284.2,
16.4.2025,23:50:49.073,47.4,52.747,45.999,25.0,282.7,
16.4.2025,23:50:49.586,47.6,51.601,46.061,24.0,282.6,
16.4.2025,23:50:50.081,48.1,52.375,45.977,25.0,283.7,
16.4.2025,23:50:50.578,47.9,53.344,46.145,25.0,284.4,
16.4.2025,23:50:51.074,49.3,54.286,46.220,24.0,283.1,
16.4.2025,23:50:51.574,48.2,53.798,46.136,25.0,287.0,
16.4.2025,23:50:52.089,48.4,54.336,46.035,25.0,279.8,
16.4.2025,23:50:52.592,48.5,53.333,45.864,25.0,284.5,
16.4.2025,23:50:53.083,67.4,63.566,45.019,24.0,242.6,
16.4.2025,23:50:53.578,59.9,60.661,45.963,24.0,263.5,
16.4.2025,23:50:54.087,49.1,54.695,46.021,25.0,282.3,
16.4.2025,23:50:54.600,49.1,54.123,45.892,25.0,281.5,
16.4.2025,23:50:55.085,71.9,66.789,45.430,24.0,240.1,
16.4.2025,23:50:55.580,53.7,56.860,46.096,24.0,273.7,
16.4.2025,23:50:56.079,49.0,55.169,46.039,25.0,279.0,
16.4.2025,23:50:56.579,48.1,53.183,46.153,24.0,285.0,
16.4.2025,23:50:57.078,48.4,53.993,45.968,25.0,287.3,
16.4.2025,23:50:57.588,48.8,53.813,46.331,25.0,284.9,
16.4.2025,23:50:58.087,48.5,54.576,45.851,25.0,285.7,
16.4.2025,23:50:58.585,48.5,53.813,46.211,25.0,285.6,
16.4.2025,23:50:59.081,48.7,54.351,46.176,25.0,287.4,
16.4.2025,23:50:59.575,48.1,53.707,46.135,25.0,284.7,
16.4.2025,23:51:0.089,48.1,52.872,45.577,24.0,286.4,
16.4.2025,23:51:0.584,48.4,53.433,46.017,24.0,284.6,
16.4.2025,23:51:1.083,48.7,54.477,46.017,24.0,283.2,
16.4.2025,23:51:1.577,48.2,53.523,46.026,25.0,286.2,
16.4.2025,23:51:2.087,48.6,53.876,46.315,25.0,286.0,
16.4.2025,23:51:2.589,48.3,53.808,46.125,25.0,286.0,
16.4.2025,23:51:3.083,48.1,52.522,45.828,24.0,281.4,
16.4.2025,23:51:3.582,48.6,55.112,46.275,25.0,282.9,
16.4.2025,23:51:4.078,48.3,54.851,46.351,25.0,283.0,
16.4.2025,23:51:4.575,48.7,53.857,46.003,26.0,282.3,
16.4.2025,23:51:5.076,47.7,52.989,45.805,25.0,281.2,
16.4.2025,23:51:5.576,48.1,53.203,45.953,24.0,283.0,
16.4.2025,23:51:6.074,48.0,53.915,45.903,25.0,283.1,
16.4.2025,23:51:6.586,48.6,56.309,46.178,25.0,285.1,
16.4.2025,23:51:7.083,48.3,54.681,46.183,25.0,289.1,
16.4.2025,23:51:7.579,47.9,54.481,46.145,24.0,286.8,
16.4.2025,23:51:8.073,48.3,53.119,46.061,26.0,286.5,
16.4.2025,23:51:8.586,47.8,53.228,46.125,25.0,286.1,
16.4.2025,23:51:9.082,48.1,54.577,45.916,25.0,287.2,
16.4.2025,23:51:9.579,47.8,54.270,46.179,25.0,287.1,
16.4.2025,23:51:10.076,48.2,54.240,46.080,25.0,285.6,
16.4.2025,23:51:10.575,48.1,54.251,46.430,25.0,285.6,
16.4.2025,23:51:11.086,48.3,53.770,46.331,25.0,284.1,
16.4.2025,23:51:11.583,48.3,53.770,46.195,24.0,284.1,
16.4.2025,23:51:12.076,47.8,53.272,45.876,23.0,288.4,
16.4.2025,23:51:12.573,47.9,53.826,45.914,24.0,283.2,
16.4.2025,23:51:13.081,48.6,53.875,45.886,25.0,288.1,
16.4.2025,23:51:13.579,48.0,53.281,46.180,24.0,282.4,
16.4.2025,23:51:14.084,48.0,52.726,46.079,25.0,286.4,
16.4.2025,23:51:14.579,48.6,54.469,45.991,24.0,286.4,
16.4.2025,23:51:15.076,48.2,54.136,46.262,25.0,289.5,
16.4.2025,23:51:15.587,48.0,53.908,46.179,25.0,286.7,
16.4.2025,23:51:16.084,48.2,55.188,45.983,25.0,287.0,
16.4.2025,23:51:16.578,48.3,53.555,46.128,24.0,284.7,
16.4.2025,23:51:17.089,47.9,53.634,45.831,25.0,283.4,
16.4.2025,23:51:17.586,48.2,53.400,46.090,25.0,287.5,
16.4.2025,23:51:18.085,48.7,53.882,46.476,25.0,287.0,
16.4.2025,23:51:18.581,49.2,55.968,45.905,24.0,285.8,
16.4.2025,23:51:19.080,48.1,53.412,45.999,24.0,285.8,
16.4.2025,23:51:19.577,47.7,53.332,45.583,24.0,283.1,
16.4.2025,23:51:20.076,48.1,53.135,45.864,25.0,285.6,
16.4.2025,23:51:20.575,48.1,54.784,45.970,25.0,285.2,
16.4.2025,23:51:21.076,48.4,54.190,45.906,24.0,288.7,
16.4.2025,23:51:21.573,48.5,54.307,46.071,24.0,287.8,
16.4.2025,23:51:22.083,48.2,53.567,45.936,25.0,288.7,
16.4.2025,23:51:22.582,48.4,53.624,46.062,25.0,285.9,
16.4.2025,23:51:23.080,48.3,53.142,46.504,24.0,287.5,
16.4.2025,23:51:23.578,49.0,54.900,46.504,24.0,287.0,
16.4.2025,23:51:24.077,48.4,53.888,45.833,25.0,288.1,
16.4.2025,23:51:24.588,48.4,54.068,46.261,25.0,288.2,
16.4.2025,23:51:25.084,48.3,53.603,46.413,26.0,287.1,
16.4.2025,23:51:25.585,48.2,54.091,46.214,26.0,282.8,
16.4.2025,23:51:26.082,48.1,54.419,46.267,25.0,281.3,
16.4.2025,23:51:26.574,48.2,53.730,45.942,25.0,283.2,
16.4.2025,23:51:27.085,47.6,53.635,46.420,27.0,282.6,
16.4.2025,23:51:27.580,47.4,52.955,46.063,24.0,277.5,
16.4.2025,23:51:28.078,48.6,54.805,45.881,25.0,285.5,
16.4.2025,23:51:28.580,48.6,54.805,46.192,23.0,285.5,
16.4.2025,23:51:29.078,49.1,54.825,45.807,25.0,281.9,
16.4.2025,23:51:29.575,48.2,54.797,46.470,25.0,283.3,
16.4.2025,23:51:30.088,48.0,53.224,46.172,25.0,283.8,
16.4.2025,23:51:30.586,48.0,53.224,45.946,24.0,283.8,
16.4.2025,23:51:31.074,48.4,54.193,45.680,25.0,283.9,
16.4.2025,23:51:31.575,47.9,52.750,46.045,25.0,283.2,
16.4.2025,23:51:32.089,48.3,54.059,46.343,25.0,285.2,
16.4.2025,23:51:32.588,48.3,54.059,45.844,25.0,285.2,
16.4.2025,23:51:33.086,48.6,54.464,46.058,25.0,288.2,
16.4.2025,23:51:33.588,48.4,54.181,46.039,24.0,284.7,
16.4.2025,23:51:34.083,48.0,54.795,46.112,26.0,283.4,
16.4.2025,23:51:34.580,48.2,53.614,46.226,25.0,288.8,
16.4.2025,23:51:35.077,48.2,53.614,45.884,25.0,288.8,
16.4.2025,23:51:35.588,47.5,53.395,45.772,24.0,286.5,
16.4.2025,23:51:36.085,47.7,52.612,45.793,26.0,284.2,
16.4.2025,23:51:36.583,48.4,55.331,46.297,24.0,287.9,
16.4.2025,23:51:37.080,48.7,53.861,45.719,25.0,288.8,
16.4.2025,23:51:37.575,48.8,54.825,46.005,24.0,289.0,
16.4.2025,23:51:38.089,48.6,54.218,46.098,25.0,289.0,
