Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
13.4.2025,23:25:15.059,44.027,13.0,47.0,43.573,49.3,
13.4.2025,23:25:15.544,44.626,14.0,46.8,43.358,46.0,
13.4.2025,23:25:16.050,44.458,16.0,47.0,42.863,46.1,
13.4.2025,23:25:16.556,44.370,13.0,47.1,42.105,42.3,
13.4.2025,23:25:17.043,44.226,14.0,47.2,42.193,42.7,
13.4.2025,23:25:17.545,43.106,10.0,47.4,41.668,42.4,
13.4.2025,23:25:18.047,44.698,14.0,47.5,42.733,43.2,
13.4.2025,23:25:18.553,45.174,14.0,47.5,48.976,55.5,
13.4.2025,23:25:19.052,44.948,14.0,45.8,53.628,65.0,
13.4.2025,23:25:19.555,44.826,14.0,46.1,42.600,42.9,
13.4.2025,23:25:20.057,44.172,14.0,46.6,41.933,42.6,
13.4.2025,23:25:20.557,44.475,14.0,46.9,42.644,43.6,
13.4.2025,23:25:21.056,43.732,14.0,47.1,41.831,42.9,
13.4.2025,23:25:21.560,44.286,13.0,47.4,45.372,51.1,
13.4.2025,23:25:22.058,43.389,13.0,47.0,45.123,50.1,
13.4.2025,23:25:22.561,44.870,14.0,46.9,42.611,42.3,
13.4.2025,23:25:23.045,43.144,14.0,47.2,41.308,42.5,
13.4.2025,23:25:23.547,43.541,13.0,47.3,42.755,43.2,
13.4.2025,23:25:24.050,45.562,14.0,47.2,41.916,44.5,
13.4.2025,23:25:24.552,45.818,14.0,47.1,43.266,44.7,
13.4.2025,23:25:25.052,44.608,13.0,47.3,41.353,43.0,
13.4.2025,23:25:25.552,43.993,14.0,47.4,41.227,41.7,
13.4.2025,23:25:26.049,44.432,12.0,47.4,41.856,42.8,
13.4.2025,23:25:26.550,44.589,13.0,47.5,42.260,42.1,
13.4.2025,23:25:27.048,44.481,13.0,47.5,42.380,42.4,
13.4.2025,23:25:27.552,45.164,13.0,47.4,42.216,42.9,
13.4.2025,23:25:28.051,45.476,12.0,47.4,42.459,43.2,
13.4.2025,23:25:28.556,44.457,14.0,47.3,41.255,42.4,
13.4.2025,23:25:29.058,43.678,14.0,47.4,41.601,43.0,
13.4.2025,23:25:29.545,44.817,14.0,47.4,43.977,45.4,
13.4.2025,23:25:30.048,44.795,13.0,47.4,41.976,42.6,
13.4.2025,23:25:30.551,43.555,13.0,47.4,41.565,41.9,
13.4.2025,23:25:31.045,43.547,13.0,47.4,42.102,42.8,
13.4.2025,23:25:31.545,44.527,13.0,47.4,40.307,41.9,
13.4.2025,23:25:32.050,45.419,13.0,47.5,42.359,43.2,
13.4.2025,23:25:32.545,43.754,13.0,47.4,41.618,43.0,
13.4.2025,23:25:33.045,43.254,12.0,47.4,42.000,42.5,
13.4.2025,23:25:33.548,44.639,14.0,47.5,41.784,42.4,
13.4.2025,23:25:34.051,44.126,14.0,47.5,42.325,42.7,
13.4.2025,23:25:34.553,44.372,13.0,47.5,41.549,42.4,
13.4.2025,23:25:35.050,44.547,10.0,47.4,42.235,42.9,
13.4.2025,23:25:35.554,45.877,13.0,47.5,41.346,42.3,
13.4.2025,23:25:36.056,44.834,14.0,47.6,41.709,41.9,
13.4.2025,23:25:36.556,43.972,13.0,47.5,41.298,42.1,
13.4.2025,23:25:37.059,45.685,14.0,47.6,42.629,42.5,
13.4.2025,23:25:37.560,44.259,14.0,47.6,42.629,42.5,
13.4.2025,23:25:38.073,44.716,13.0,47.6,41.869,42.2,
13.4.2025,23:25:38.558,45.314,14.0,47.6,41.869,42.2,
13.4.2025,23:25:39.074,44.574,13.0,47.6,42.122,42.6,
13.4.2025,23:25:39.569,44.968,13.0,47.7,41.679,42.0,
13.4.2025,23:25:40.066,44.066,14.0,47.7,42.162,43.0,
13.4.2025,23:25:40.565,44.337,14.0,47.8,42.233,42.7,
13.4.2025,23:25:41.068,44.720,13.0,47.7,43.985,44.3,
13.4.2025,23:25:41.572,43.597,13.0,47.7,42.927,42.3,
13.4.2025,23:25:42.075,42.554,14.0,47.6,41.706,41.8,
13.4.2025,23:25:42.563,44.161,13.0,47.5,44.118,46.5,
